ticker,chart_symbol,former_symbols,windows,n_windows,start,end,days,mktcap_bucket,best_rank,num_flagpoles,hh_dates,resistances,latest_resistance,is_valid_flag,notes
BPOP,BPOP,,1M+3M+6M,3,2008-08-12,2008-10-03,52,mid,4.0,3.0,2008-08-12; 2008-09-02; 2008-09-19,82.0; 92.2; 124.5,124.5,,
BPOP,BPOP,,1M,1,2009-08-28,2009-10-15,48,small,5.0,2.0,2009-09-08; 2009-09-23,24.0; 29.5,29.5,,
BPOP,BPOP,,1M+3M+6M,3,2010-03-17,2010-05-06,50,small,1.0,4.0,2010-03-23; 2010-04-08; 2010-04-27; 2010-04-30,28.5; 32.0; 41.4; 42.25,42.25,,
BPOP,BPOP,,1M,1,2012-01-17,2012-01-20,3,small,11.0,2.0,2012-01-26; 2012-03-01,17.5; 19.4,19.4,,
BPO^14,BPO,,3M,1,2009-08-10,2009-09-02,23,mid,7.0,4.0,2009-08-10; 2009-08-24; 2009-09-18; 2009-10-14,11.52; 11.67; 11.75; 12.16,12.16,,
BR,BR,,1M+3M+6M,3,2009-01-22,2009-03-02,39,small,7.0,6.0,2009-01-28; 2009-02-10; 2009-02-13; 2009-03-04; 2009-03-26; 2009-04-09,14.12; 16.74; 17.27; 16.79; 19.44; 19.86,19.86,,
BRBR,BRBR,,1M,1,2026-07-01,2026-07-13,12,small,13.0,1.0,2026-07-07,14.29,14.29,,
BRC,BRC,,1M+3M+6M,3,2007-08-13,2007-08-29,16,mid,5.0,2.0,2007-08-09; 2007-10-10,44.46; 38.29,38.29,,
BRCC,BRCC,,1M+3M+6M,3,2022-02-10,2022-04-22,71,small,1.0,1.0,2022-04-12,339.999,339.999,,
BRCD^17,BRCD,,1M+3M+6M,3,2011-09-23,2011-10-20,27,mid,1.0,4.0,2011-09-30; 2011-10-10; 2011-10-28; 2011-11-16,4.71; 4.97; 4.82; 5.0,5.0,,
BRCM^16,BRCM,,1M+3M+6M,3,2009-03-20,2009-05-12,53,mid,1.0,6.0,2009-03-23; 2009-04-02; 2009-04-09; 2009-04-27; 2009-06-01; 2009-06-10,21.49; 22.64; 23.46; 24.95; 26.98; 27.56,27.56,,
BRKR,BRKR,,1M+3M+6M,3,2008-03-11,2008-04-14,34,small,1.0,1.0,2008-03-25,16.66,16.66,,
BRO,BRO,,3M+6M,2,2008-09-19,2008-10-06,17,mid,3.0,2.0,2008-09-19; 2008-11-04,13.705; 10.925,10.925,,
BRO,BRO,,6M,1,2008-12-08,2008-12-11,3,mid,10.0,2.0,2008-12-08; 2009-01-06,10.945; 10.75,10.75,,
BROS,BROS,,1M+3M,2,2022-02-09,2022-02-22,13,mid,5.0,5.0,2022-02-07; 2022-03-04; 2022-03-10; 2022-03-22; 2022-03-30,63.2; 51.04; 53.38; 62.01; 66.0,66.0,,
BROS,BROS,,1M,1,2023-08-11,2023-08-25,14,mid,5.0,1.0,2023-08-09,35.09,35.09,,
BROS,BROS,,1M+3M+6M,3,2025-02-28,2025-03-05,5,large_plus,1.0,1.0,2025-03-26,72.72,72.72,,
BROS,BROS,,1M,1,2026-07-07,2026-07-09,2,large_plus,8.0,2.0,2026-07-02; 2026-07-20,74.024; 69.8699,69.8699,,
BRUN,BRUN,,3M,1,2026-05-15,2026-07-07,53,small,3.0,1.0,2026-08-14,26.9,26.9,,
BRY.1^13,BRY,,3M,1,2009-04-20,2009-05-28,38,small,2.0,6.0,2009-04-17; 2009-04-23; 2009-04-30; 2009-05-20; 2009-06-02; 2009-06-10,16.25; 17.21; 19.0; 19.14; 21.47; 22.79,22.79,,
BRY.1^13,BRY,,6M,1,2011-11-15,2011-11-22,7,mid,5.0,1.0,2011-12-05,45.59,45.59,,
BRZE,BRZE,,1M+3M,2,2022-07-06,2022-07-18,12,mid,12.0,2.0,2022-07-08; 2022-08-10,46.51; 50.97,50.97,,
BRZE,BRZE,,1M+3M+6M,3,2023-04-11,2023-04-20,9,mid,7.0,1.0,2023-05-22,33.7,33.7,,
BRZE,BRZE,,1M,1,2023-06-22,2023-06-29,7,mid,10.0,3.0,2023-06-29; 2023-07-13; 2023-07-27,44.63; 45.28; 45.7199,45.7199,,
BSFT.1^18,BSFT,,1M+3M+6M,3,2010-12-17,2011-04-01,105,small,1.0,8.0,2010-12-21; 2011-01-06; 2011-02-07; 2011-02-14; 2011-03-08; 2011-03-18; 2011-04-25; 2011-04-28,27.19; 30.15; 38.0; 40.06; 51.9; 55.45; 47.38; 47.44,47.44,,
BSFT.1^18,BSFT,,1M+3M+6M,3,2011-09-19,2011-11-29,71,small,1.0,3.0,2011-09-16; 2011-10-14; 2011-11-15,35.75; 40.0; 41.88,41.88,,
BSFT.1^18,BSFT,,1M,1,2012-02-14,2012-02-15,1,small,14.0,3.0,2012-02-23; 2012-03-01; 2012-03-19,38.22; 38.92; 40.1,40.1,,
BSFT.1^18,BSFT,,1M+3M+6M,3,2012-05-04,2012-05-08,4,small,2.0,1.0,2012-05-03,45.32,45.32,,
BSIN,BSIN,,1M+3M+6M,3,2005-03-24,2005-04-11,18,small,2.0,1.0,2005-04-27,278.4,278.4,,
BSIN,BSIN,,1M+3M+6M,3,2022-03-08,2022-03-21,13,small,5.0,1.0,2022-03-08,13.92,13.92,,
BSIN,BSIN,,1M+3M+6M,3,2025-01-21,2025-02-03,13,small,4.0,1.0,2025-01-21,6.4,6.4,,
BSQR^23,BSQR,,1M,1,2021-02-16,2021-03-02,14,small,4.0,1.0,2021-03-18,6.36,6.36,,
BSQR^23,BSQR,,1M+6M,2,2021-07-06,2021-07-12,6,small,4.0,1.0,2021-08-02,3.54,3.54,,
BSX,BSX,,1M+3M+6M,3,2008-12-30,2009-02-20,52,large_plus,2.0,1.0,2009-01-29,9.63,9.63,,
BSX,BSX,,3M,1,2009-04-07,2009-04-08,1,large_plus,12.0,3.0,2009-04-16; 2009-05-08; 2009-05-14,9.2; 9.4; 9.43,9.43,,
BSY,BSY,,1M+3M,2,2021-01-04,2021-01-22,18,large_plus,4.0,2.0,2021-01-14; 2021-02-24,54.6175; 49.99,49.99,,
BTAIQ,BTAIQ,BTAI,1M+3M+6M,3,2020-02-14,2020-03-10,25,small,1.0,2.0,2020-03-27; 2020-04-17,415.04; 496.0,496.0,,
BTAIQ,BTAIQ,BTAI,3M+6M,2,2020-04-27,2020-07-27,91,small,2.0,8.0,2020-04-29; 2020-05-05; 2020-05-19; 2020-06-04; 2020-06-18; 2020-06-24; 2020-07-20; 2020-09-02,602.72; 680.0; 829.28; 849.6544; 924.8; 984.0; 1144.0; 766.7184,766.7184,,
BTAIQ,BTAIQ,BTAI,3M+6M,2,2023-02-08,2023-02-28,20,small,2.0,1.0,2023-02-09,546.0,546.0,,
BTAIQ,BTAIQ,BTAI,6M,1,2023-05-22,2023-05-24,2,small,15.0,2.0,2023-06-07; 2023-06-15,344.48; 352.88,352.88,,
BTAIQ,BTAIQ,BTAI,1M+3M+6M,3,2023-11-01,2023-11-22,21,small,2.0,3.0,2023-11-01; 2023-11-07; 2023-11-13,76.48; 82.72; 89.9184,89.9184,,
BTAIQ,BTAIQ,BTAI,1M+3M,2,2025-08-18,2025-08-29,11,small,4.0,1.0,2025-10-09,2.87,2.87,,
BTBT,BTBT,,1M+3M+6M,3,2020-12-29,2021-01-22,24,small,2.0,2.0,2021-01-04; 2021-02-17,33.0; 30.68,30.68,,
BTBT,BTBT,,1M,1,2021-08-05,2021-08-24,19,small,2.0,2.0,2021-08-09; 2021-09-03,20.74; 14.55,14.55,,
BTBT,BTBT,,1M+3M+6M,3,2023-06-16,2023-08-08,53,small,1.0,2.0,2023-06-29; 2023-07-31,4.795; 4.49,4.49,,
BTBT,BTBT,,1M+3M,2,2023-12-01,2023-12-29,28,small,7.0,2.0,2023-12-08; 2023-12-29,3.59; 5.27,5.27,,
BTBT,BTBT,,1M+3M,2,2024-06-13,2024-07-31,48,small,10.0,5.0,2024-06-13; 2024-06-26; 2024-07-09; 2024-07-17; 2024-08-23,2.94; 3.7; 3.93; 4.371; 3.87,3.87,,
BTBT,BTBT,,6M,1,2024-11-11,2024-11-12,1,small,12.0,3.0,2024-11-12; 2024-11-29; 2024-12-05,5.74; 5.0; 5.2,5.2,,
BTCS,BTCS,,1M,1,2022-01-26,2022-01-31,5,small,6.0,2.0,2022-02-01; 2022-02-07,2.7; 2.76,2.76,,
BTCS,BTCS,,1M+3M,2,2024-11-18,2024-12-06,18,small,3.0,1.0,2024-12-05,4.44,4.44,,
BTCS,BTCS,,1M+3M+6M,3,2025-07-15,2025-08-01,17,small,6.0,1.0,2025-07-18,8.49,8.49,,
BTDR,BTDR,,1M,1,2023-12-27,2024-01-08,12,small,6.0,2.0,2023-12-27; 2024-01-30,14.27; 9.8,9.8,,
BTDR,BTDR,,1M+3M+6M,3,2024-06-24,2024-07-19,25,small,4.0,2.0,2024-06-20; 2024-07-23,10.11; 11.93,11.93,,
BTDR,BTDR,,1M+3M+6M,3,2024-12-06,2025-01-13,38,small,2.0,3.0,2024-12-09; 2024-12-27; 2025-01-06,22.86; 26.24; 26.99,26.99,,
BTDR,BTDR,,1M+3M+6M,3,2025-05-09,2025-05-30,21,mid,2.0,2.0,2025-05-12; 2025-05-21,15.25; 16.23,16.23,,
BTDR,BTDR,,1M,1,2026-01-15,2026-01-16,1,mid,8.0,1.0,2026-01-16,16.2445,16.2445,,
BTDR,BTDR,,1M,1,2026-04-09,2026-04-16,7,mid,6.0,2.0,2026-04-17; 2026-05-06,13.24; 15.11,15.11,,
BTDR,BTDR,,3M,1,2026-05-29,2026-06-22,24,mid,8.0,1.0,2026-06-03,20.72,20.72,,
BTE,BTE,,1M+3M+6M,3,2008-07-08,2008-07-10,2,mid,6.0,1.0,2008-07-31,31.77,31.77,,
BTE,BTE,,1M,1,2015-02-05,2015-02-18,13,mid,2.0,2.0,2015-02-09; 2015-03-26,19.99; 16.23,16.23,,
BTE,BTE,,1M+3M+6M,3,2016-04-13,2016-07-14,92,small,4.0,5.0,2016-04-12; 2016-04-28; 2016-05-12; 2016-06-08; 2016-08-18,4.89; 5.41; 5.05; 7.1399; 5.64,5.64,,
BTE,BTE,,1M+3M+6M,3,2018-05-08,2018-05-11,3,small,4.0,1.0,2018-05-09,4.85,4.85,,
BTG,BTG,,1M,1,2015-01-22,2015-01-29,7,small,10.0,1.0,2015-01-21,2.38,2.38,,
BTG,BTG,,1M+3M+6M,3,2016-07-15,2016-07-26,11,mid,2.0,2.0,2016-07-13; 2016-08-11,3.09; 3.649,3.649,,
BTG,BTG,,1M+3M+6M,3,2016-11-04,2016-11-11,7,mid,1.0,2.0,2016-11-03; 2016-12-07,3.04; 2.64,2.64,,
BTG,BTG,,1M+3M+6M,3,2017-01-17,2017-02-28,42,mid,2.0,3.0,2017-01-17; 2017-02-01; 2017-02-24,2.93; 3.22; 3.55,3.55,,
BTG,BTG,,1M+3M+6M,3,2019-08-16,2019-08-22,6,mid,7.0,1.0,2019-09-24,3.65,3.65,,
BTG,BTG,,6M,1,2020-03-05,2020-03-06,1,mid,13.0,2.0,2020-03-26; 2020-04-14,3.89; 5.01,5.01,,
BTG,BTG,,1M+3M+6M,3,2020-04-21,2020-05-08,17,mid,7.0,2.0,2020-04-27; 2020-05-07,5.53; 5.745,5.745,,
BTG,BTG,,3M,1,2025-04-17,2025-04-29,12,mid,6.0,2.0,2025-04-30; 2025-06-05,3.18; 3.81,3.81,,
BTLN,BTLN,,1M+3M,2,2024-12-23,2025-01-10,18,small,6.0,1.0,2024-12-19,7.0,7.0,,
BTSG,BTSG,,1M+3M+6M,3,2025-01-27,2025-02-07,11,mid,5.0,1.0,2025-01-30,24.82,24.82,,
BTU,BTU,,1M+3M+6M,3,2021-04-27,2021-09-21,147,small,1.0,9.0,2021-04-27; 2021-05-17; 2021-06-14; 2021-07-14; 2021-07-26; 2021-08-02; 2021-08-16; 2021-09-10; 2021-10-18,4.69; 8.7; 9.7558; 11.79; 12.235; 12.3999; 14.3099; 19.83; 19.72,19.72,,
BTU,BTU,,1M+3M+6M,3,2022-01-07,2022-04-28,111,small,1.0,8.0,2022-01-05; 2022-01-18; 2022-02-23; 2022-03-04; 2022-03-25; 2022-04-18; 2022-05-18; 2022-06-07,12.18; 14.13; 19.6; 27.28; 27.7; 33.29; 23.37; 29.8599,29.8599,,
BTU,BTU,,6M,1,2022-06-13,2022-06-17,4,mid,3.0,2.0,2022-06-28; 2022-07-18,24.8; 22.79,22.79,,
BTU,BTU,,6M,1,2022-08-19,2022-08-29,10,mid,6.0,2.0,2022-08-26; 2022-10-06,29.14; 28.74,28.74,,
BTU,BTU,,1M,1,2022-09-02,2022-09-08,6,mid,7.0,1.0,2022-10-06,28.74,28.74,,
BTU,BTU,,1M+3M+6M,3,2022-10-17,2022-12-13,57,mid,4.0,3.0,2022-11-07; 2022-11-30; 2022-12-27,30.055; 32.89; 30.2111,30.2111,,
BTU,BTU,,1M+3M,2,2025-10-06,2025-10-14,8,mid,13.0,2.0,2025-10-06; 2025-10-14,33.28; 35.99,35.99,,
BUCY^11,BUCY,,1M+3M+6M,3,2007-11-05,2008-01-10,66,mid,2.0,4.0,2007-11-06; 2007-12-03; 2007-12-26; 2008-02-12,43.6; 45.29; 52.18; 50.505,50.505,,
BUCY^11,BUCY,,1M+3M+6M,3,2008-03-10,2008-03-27,17,mid,2.0,4.0,2008-03-14; 2008-04-07; 2008-04-22; 2008-04-28,57.0; 57.465; 62.725; 65.945,65.945,,
BUCY^11,BUCY,,1M+3M,2,2009-06-01,2009-06-19,18,mid,6.0,2.0,2009-06-05; 2009-07-23,34.34; 32.9,32.9,,
BUCY^11,BUCY,,1M+3M+6M,3,2009-10-30,2009-11-13,14,mid,1.0,3.0,2009-11-11; 2009-11-16; 2009-12-16,55.26; 55.45; 55.18,55.18,,
BUFF.2^18,BUFF,,3M,1,2016-02-26,2016-03-01,4,mid,12.0,1.0,2016-03-30,25.98,25.98,,
BULL,BULL,,1M+3M+6M,3,2025-04-14,2025-04-30,16,mid,1.0,1.0,2025-05-28,14.25,14.25,,
BULL,BULL,,1M+6M,2,2025-07-17,2025-07-30,13,mid,9.0,3.0,2025-07-18; 2025-07-24; 2025-08-18,17.22; 18.32; 17.08,17.08,,
BUR,BUR,,1M+3M+6M,3,2023-04-06,2023-04-20,14,mid,1.0,4.0,2023-04-10; 2023-04-20; 2023-05-09; 2023-05-16,12.87; 13.25; 13.85; 14.04,14.04,,
BURL,BURL,,1M,1,2013-12-23,2013-12-30,7,mid,2.0,2.0,2013-12-26; 2014-01-03,32.03; 32.9799,32.9799,,
BURL,BURL,,1M,1,2022-11-16,2022-11-18,2,large_plus,5.0,3.0,2022-11-15; 2022-11-28; 2022-12-06,163.15; 199.97; 207.34,207.34,,
BVN,BVN,,1M+3M+6M,3,2006-04-27,2006-05-18,21,mid,2.0,3.0,2006-05-01; 2006-05-11; 2006-06-05,31.3; 32.49; 29.75,29.75,,
BVN,BVN,,1M+3M+6M,3,2007-09-21,2008-03-24,185,mid,1.0,11.0,2007-09-19; 2007-09-28; 2007-10-19; 2007-11-08; 2008-01-08; 2008-01-14; 2008-02-11; 2008-02-21; 2008-02-28; 2008-03-17; 2008-04-17,24.495; 26.24; 26.765; 31.655; 33.375; 35.71; 36.64; 37.485; 39.25; 42.89; 37.505,37.505,,
BVN,BVN,,6M,1,2008-06-11,2008-06-12,1,mid,13.0,2.0,2008-07-01; 2008-07-22,33.8; 35.665,35.665,,
BVN,BVN,,1M+3M,2,2008-12-09,2008-12-19,10,mid,8.0,2.0,2008-12-17; 2009-01-26,21.68; 20.3,20.3,,
BVN,BVN,,1M+3M+6M,3,2009-02-12,2009-04-01,48,mid,4.0,5.0,2009-02-17; 2009-02-20; 2009-03-13; 2009-03-26; 2009-05-13,22.44; 22.71; 20.48; 25.11; 27.22,27.22,,
BVN,BVN,,3M,1,2009-04-13,2009-04-14,1,mid,14.0,2.0,2009-05-13; 2009-05-22,27.22; 28.9,28.9,,
BVN,BVN,,6M,1,2009-05-15,2009-05-26,11,mid,3.0,2.0,2009-05-22; 2009-06-02,28.9; 29.93,29.93,,
BVN,BVN,,1M+3M+6M,3,2009-11-12,2009-11-18,6,mid,4.0,4.0,2009-11-11; 2009-11-18; 2009-11-23; 2009-12-01,40.2; 41.59; 42.43; 42.69,42.69,,
BVN,BVN,,1M+3M+6M,3,2015-01-14,2015-02-05,22,mid,5.0,3.0,2015-01-12; 2015-01-27; 2015-03-02,11.875; 11.79; 11.7599,11.7599,,
BVN,BVN,,1M+3M+6M,3,2015-10-12,2015-10-29,17,mid,4.0,2.0,2015-10-14; 2015-12-07,8.285; 5.03,5.03,,
BVN,BVN,,1M+3M+6M,3,2016-03-10,2016-07-05,117,small,1.0,8.0,2016-03-08; 2016-04-11; 2016-05-02; 2016-05-17; 2016-06-10; 2016-07-11; 2016-08-04; 2016-08-15,6.28; 8.75; 10.41; 10.66; 11.7; 13.1; 15.695; 16.15,16.15,,
BVN,BVN,,1M,1,2021-10-26,2021-10-27,1,mid,15.0,1.0,2021-12-07,7.74,7.74,,
BVN,BVN,,1M+3M+6M,3,2022-02-15,2022-03-08,21,mid,5.0,3.0,2022-02-24; 2022-03-08; 2022-04-18,10.15; 12.35; 11.29,11.29,,
BVN,BVN,,1M+3M+6M,3,2024-01-02,2024-01-05,3,mid,3.0,2.0,2023-12-28; 2024-02-01,15.74; 15.92,15.92,,
BVN,BVN,,3M+6M,2,2026-02-05,2026-03-12,35,mid,7.0,3.0,2026-02-27; 2026-04-01; 2026-04-10,44.67; 38.09; 39.28,39.28,,
BVSN^20,BVSN,,1M+3M+6M,3,2012-01-25,2012-03-22,57,small,1.0,3.0,2012-01-24; 2012-03-06; 2012-04-16,44.75; 56.46; 32.35,32.35,,
BW,BW,,1M,1,2017-10-03,2017-10-18,15,small,7.0,3.0,2017-10-17; 2017-11-10; 2017-11-24,44.4; 46.8; 50.6,50.6,,
BW,BW,,3M+6M,2,2021-04-01,2021-05-03,32,small,11.0,3.0,2021-04-01; 2021-05-21; 2021-06-07,9.9; 8.54; 9.42,9.42,,
BW,BW,,1M+3M+6M,3,2025-11-05,2025-12-02,27,small,1.0,3.0,2025-11-12; 2025-12-04; 2026-01-05,7.77; 6.919; 6.625,6.625,,
BW,BW,,1M+3M+6M,3,2026-01-14,2026-06-03,140,small,1.0,7.0,2026-01-16; 2026-02-04; 2026-03-11; 2026-03-20; 2026-04-08; 2026-04-15; 2026-05-15,8.83; 11.57; 14.9; 16.24; 18.39; 18.8; 22.03,22.03,,
BWA,BWA,,1M,1,2026-02-23,2026-02-27,4,large_plus,11.0,2.0,2026-03-25; 2026-04-08,56.65; 55.805,55.805,,
BWEN,BWEN,,1M+3M+6M,3,2008-06-09,2008-06-16,7,mid,2.0,1.0,2008-06-20,25.5,25.5,,
BWEN,BWEN,,1M+3M+6M,3,2023-01-17,2023-02-07,21,small,1.0,2.0,2023-01-24; 2023-03-09,6.1; 5.0984,5.0984,,
BWIN,BWIN,,3M,1,2025-04-07,2025-04-09,2,mid,14.0,1.0,2025-05-16,40.4,40.4,,
BWLD^18,BWLD,,3M+6M,2,2008-08-05,2008-10-06,62,small,2.0,5.0,2008-08-11; 2008-08-15; 2008-09-03; 2008-09-19; 2008-10-14,38.4; 38.61; 38.65; 44.98; 39.99,39.99,,
BWLD^18,BWLD,,1M+3M+6M,3,2009-03-03,2009-03-30,27,small,1.0,3.0,2009-03-26; 2009-04-14; 2009-04-28,38.85; 38.79; 44.47,44.47,,
BWP^18,BWP,,1M+3M+6M,3,2008-11-03,2008-11-18,15,mid,1.0,1.0,2008-11-04,25.97,25.97,,
BWP^18,BWP,,1M+6M,2,2016-02-26,2016-03-01,4,mid,14.0,4.0,2016-02-26; 2016-03-14; 2016-03-31; 2016-04-13,12.86; 14.46; 14.825; 15.38,15.38,,
BWXT,BWXT,,1M+3M+6M,3,2026-03-30,2026-03-31,1,large_plus,11.0,2.0,2026-04-09; 2026-04-16,237.9; 241.82,241.82,,
BX,BX,,6M,1,2008-08-18,2008-08-19,1,mid,11.0,1.0,2008-09-19,19.5,19.5,,
BX,BX,,1M+3M+6M,3,2009-03-11,2009-06-17,98,mid,1.0,6.0,2009-03-16; 2009-03-24; 2009-04-16; 2009-05-06; 2009-06-11; 2009-06-19,6.5; 9.19; 9.18; 14.44; 12.0; 12.085,12.085,,
BX,BX,,1M+3M+6M,3,2009-08-05,2009-08-25,20,mid,1.0,2.0,2009-08-06; 2009-09-18,15.38; 15.3,15.3,,
BX,BX,,1M+3M+6M,3,2011-10-13,2011-10-25,12,large_plus,1.0,3.0,2011-10-12; 2011-10-27; 2011-12-05,14.52; 15.74; 15.47,15.47,,
BXC,BXC,,1M+3M+6M,3,2018-03-13,2018-04-17,35,small,1.0,3.0,2018-03-19; 2018-04-09; 2018-04-20,38.77; 36.8399; 41.8491,41.8491,,
BXC,BXC,,1M+6M,2,2021-08-12,2021-08-27,15,small,12.0,2.0,2021-08-13; 2021-08-25,60.8225; 64.79,64.79,,
BXC,BXC,,1M,1,2021-11-18,2021-11-22,4,small,9.0,3.0,2021-11-18; 2021-12-13; 2022-01-03,76.94; 85.8; 96.63,96.63,,
BXC,BXC,,3M+6M,2,2021-12-15,2022-01-13,29,small,2.0,4.0,2021-12-13; 2022-01-03; 2022-02-03; 2022-02-23,85.8; 96.63; 76.59; 94.5,94.5,,
BXC,BXC,,6M,1,2022-03-02,2022-03-23,21,small,9.0,2.0,2022-03-21; 2022-04-21,95.55; 72.96,72.96,,
BXC,BXC,,1M+3M,2,2026-08-05,2026-08-24,19,small,3.0,1.0,2026-08-11,93.8,93.8,,
BXLT^16,BXLT,,1M,1,2015-08-24,2015-08-27,3,large_plus,1.0,1.0,2015-09-18,37.89,37.89,,
BXP,BXP,,6M,1,2008-02-07,2008-02-08,1,large_plus,9.0,1.0,2008-02-27,91.47,91.47,,
BYD,BYD,,1M+3M+6M,3,2009-04-24,2009-05-21,27,small,5.0,2.0,2009-05-08; 2009-06-29,12.86; 9.02,9.02,,
BYD,BYD,,1M+3M+6M,3,2010-04-16,2010-05-26,40,small,5.0,2.0,2010-05-05; 2010-05-18,13.92; 14.852,14.852,,
BYD,BYD,,1M+3M+6M,3,2010-10-22,2010-11-23,32,small,9.0,2.0,2010-11-09; 2010-12-08,10.89; 10.44,10.44,,
BYD,BYD,,1M+6M,2,2011-10-25,2011-10-27,2,small,12.0,3.0,2011-10-25; 2011-11-08; 2011-12-02,7.02; 7.1328; 6.88,6.88,,
BYD,BYD,,1M+3M+6M,3,2013-02-15,2013-04-16,60,small,5.0,4.0,2013-03-05; 2013-03-27; 2013-04-11; 2013-05-14,7.48; 8.87; 9.48; 14.5,14.5,,
BYD,BYD,,3M,1,2020-10-02,2020-11-02,31,mid,12.0,5.0,2020-10-06; 2020-10-16; 2020-11-09; 2020-11-27; 2020-12-09,32.92; 35.78; 38.38; 40.69; 43.4,43.4,,
BYFC,BYFC,,1M,1,2020-06-22,2020-07-07,15,small,8.0,1.0,2020-06-19,57.84,57.84,,
BYND,BYND,,1M+3M,2,2019-06-27,2019-08-08,42,mid,1.0,2.0,2019-07-26; 2019-08-30,7191.3; 5168.7,5168.7,,
BYND,BYND,,1M+3M+6M,3,2020-01-14,2020-02-27,44,mid,1.0,2.0,2020-01-14; 2020-02-19,4056.9; 3870.0,3870.0,,
BYND,BYND,,1M+3M+6M,3,2020-05-05,2020-06-24,50,mid,3.0,4.0,2020-05-13; 2020-06-08; 2020-06-17; 2020-08-04,4426.5; 4896.6; 5014.8; 4275.3,4275.3,,
BYND,BYND,,1M+6M,2,2020-09-17,2020-10-05,18,mid,2.0,3.0,2020-09-16; 2020-09-22; 2020-10-08,4758.0; 4875.0; 5925.0,5925.0,,
BYND,BYND,,1M,1,2022-07-12,2022-07-29,17,mid,7.0,3.0,2022-07-08; 2022-07-21; 2022-08-08,992.7; 1181.7; 1337.7,1337.7,,
BYRN,BYRN,,6M,1,2025-01-24,2025-02-27,34,small,8.0,2.0,2025-01-24; 2025-02-10,32.3; 34.78,34.78,,
BYRN,BYRN,,1M+6M,2,2025-04-30,2025-05-08,8,small,11.0,3.0,2025-05-16; 2025-06-03; 2025-06-06,26.0; 27.66; 33.05,33.05,,
BYSI,BYSI,,1M+3M+6M,3,2021-08-05,2021-09-14,40,small,3.0,3.0,2021-08-31; 2021-10-15; 2021-10-20,33.0; 17.15; 17.98,17.98,,
BZ,BZ,,1M+3M,2,2021-09-20,2021-09-27,7,large_plus,5.0,1.0,2021-10-22,39.29,39.29,,
BZ,BZ,,1M+3M+6M,3,2022-02-24,2022-03-02,6,large_plus,5.0,2.0,2022-03-30; 2022-04-04,29.34; 29.5,29.5,,
BZ,BZ,,1M+3M+6M,3,2022-06-13,2022-07-15,32,large_plus,3.0,1.0,2022-07-05,28.99,28.99,,
BZ,BZ,,1M+3M+6M,3,2022-11-30,2023-02-06,68,mid,1.0,3.0,2022-12-05; 2023-01-09; 2023-01-27,21.78; 25.25; 26.26,26.26,,
BZ,BZ,,1M,1,2023-08-03,2023-08-09,6,mid,15.0,2.0,2023-09-06; 2023-09-20,15.9; 15.55,15.55,,
BZAI,BZAI,,1M,1,2026-04-10,2026-04-27,17,small,1.0,2.0,2026-04-17; 2026-05-04,2.64; 2.82,2.82,,
BZFD,BZFD,,1M,1,2023-01-30,2023-02-15,16,small,3.0,1.0,2023-01-27,17.0,17.0,,
BZH,BZH,,1M,1,2007-10-29,2007-10-31,2,small,4.0,3.0,2007-10-31; 2007-11-14; 2007-12-11,62.45; 54.0; 54.0,54.0,,
BZH,BZH,,1M,1,2008-02-11,2008-02-12,1,small,4.0,1.0,2008-03-24,57.2,57.2,,
BZH,BZH,,1M+3M+6M,3,2008-03-31,2008-05-08,38,small,1.0,3.0,2008-04-03; 2008-04-16; 2008-05-02,57.4; 57.9; 62.0,62.0,,
BZH,BZH,,1M+3M,2,2008-08-11,2008-09-12,32,small,2.0,3.0,2008-08-11; 2008-09-03; 2008-09-10,41.0; 39.7; 46.7,46.7,,
BZH,BZH,,1M+3M+6M,3,2009-09-02,2009-10-23,51,small,2.0,1.0,2009-09-23,34.65,34.65,,
BZH,BZH,,1M,1,2010-04-22,2010-05-04,12,small,9.0,2.0,2010-04-26; 2010-05-03,35.0; 35.4,35.4,,
BZH,BZH,,3M+6M,2,2011-01-26,2011-01-27,1,small,12.0,1.0,2011-03-09,24.2,24.2,,
BZH,BZH,,1M+3M+6M,3,2012-02-07,2012-02-23,16,small,3.0,3.0,2012-02-07; 2012-03-09; 2012-03-19,19.9; 18.35; 18.9,18.9,,
BZH,BZH,,1M,1,2012-07-11,2012-07-17,6,small,9.0,1.0,2012-07-09,17.4,17.4,,
BZH,BZH,,1M+3M+6M,3,2012-08-29,2012-10-05,37,small,3.0,2.0,2012-09-14; 2012-09-21,19.65; 20.15,20.15,,
BZH,BZH,,1M+3M+6M,3,2016-11-30,2016-12-05,5,small,6.0,1.0,2016-12-08,15.8,15.8,,
BZUN,BZUN,,1M+3M+6M,3,2016-09-20,2016-10-17,27,small,4.0,3.0,2016-09-19; 2016-10-10; 2016-11-15,15.96; 18.61; 16.9213,16.9213,,
BZUN,BZUN,,1M+3M+6M,3,2017-04-13,2017-10-03,173,small,1.0,8.0,2017-04-11; 2017-05-02; 2017-05-16; 2017-06-08; 2017-07-27; 2017-09-19; 2017-10-16; 2017-11-13,17.58; 17.55; 23.56; 25.04; 34.98; 40.65; 37.85; 35.98,35.98,,
BZUN,BZUN,,1M+3M+6M,3,2018-02-05,2018-04-25,79,mid,2.0,4.0,2018-03-12; 2018-03-21; 2018-05-10; 2018-06-06,51.03; 52.33; 51.2166; 64.07,64.07,,
