ticker,chart_symbol,former_symbols,n_streaks,first_seen,last_seen,streak_spans,windows_per_streak,any_triple,mktcap_bucket,best_rank,total_flagpoles,data_warning,reviewed,notes
IREN,IREN,,6,2023-12-04,2026-05-08,2023-12-04..2024-01-08; 2024-05-22..2024-07-16; 2024-11-06..2024-12-06; 2025-05-19..2025-11-14; 2026-01-16..2026-02-05; 2026-05-05..2026-05-08,1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+6M; 1M,True,small,1,24,,,
IRON,IRON,,4,2023-06-23,2024-11-14,2023-06-23..2023-07-06; 2024-01-19..2024-01-22; 2024-06-10..2024-07-09; 2024-11-08..2024-11-14,1M+3M+6M; 6M; 1M+3M; 6M,True,small,5,11,,,
IRTC,IRTC,,8,2020-03-05,2024-11-14,2020-03-05..2020-03-13; 2020-04-20..2020-06-02; 2020-08-04..2020-10-22; 2021-11-04..2022-04-18; 2022-06-06..2022-06-08; 2022-07-25..2022-07-27; 2024-07-03..2024-07-10; 2024-11-06..2024-11-14,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 1M+6M; 1M+3M+6M; 1M,True,mid,1,25,,,
IRWD,IRWD,,7,2014-05-14,2026-02-06,2014-05-14..2014-05-22; 2014-11-04..2014-11-11; 2014-11-19..2014-11-20; 2015-01-05..2015-02-09; 2018-04-19..2018-05-15; 2019-01-25..2019-02-04; 2025-12-17..2026-02-06,1M+3M+6M; 1M+6M; 3M; 1M+3M+6M; 1M+3M+6M; 1M; 3M+6M,True,small,1,20,,,
ISEE^23,ISEE,,4,2021-07-14,2023-03-22,2021-07-14..2021-11-16; 2022-01-06..2022-01-07; 2022-02-24..2022-03-09; 2022-09-12..2023-03-22,1M+3M+6M; 6M; 6M; 1M+3M+6M,True,small,1,19,,,
ISE^07,ISE,,1,2006-11-27,2006-11-29,2006-11-27..2006-11-29,1M+3M+6M,True,mid,2,1,,,
ISIL^17,ISIL,,1,2009-02-13,2009-04-01,2009-02-13..2009-04-01,1M+3M,False,small,9,2,,,
ISLN^10,ISLN,,1,2010-07-26,2010-11-08,2010-07-26..2010-11-08,1M+3M+6M,True,small,1,8,,,
ISON,ISON,,1,2005-01-03,2005-01-11,2005-01-03..2005-01-11,1M+3M+6M,True,small,2,1,,,
ISPC,ISPC,,1,2021-11-29,2021-12-16,2021-11-29..2021-12-16,1M+3M,False,small,1,1,,,
ISRG,ISRG,,2,2007-11-05,2009-04-28,2007-11-05..2007-12-19; 2009-04-27..2009-04-28,1M+3M+6M; 1M,True,large_plus,2,4,,,
ISSI^15,ISSI,,1,2010-04-29,2010-05-11,2010-04-29..2010-05-11,3M+6M,False,small,1,2,,,
ISUNQ,ISUNQ,ISUN,1,2021-01-22,2021-02-03,2021-01-22..2021-02-03,1M,False,small,9,1,,,
ISYS^11,ISYS,,1,2008-08-01,2008-08-26,2008-08-01..2008-08-26,3M+6M,False,small,6,3,,,
IS^22,IS,,2,2021-08-30,2022-08-10,2021-08-30..2021-10-01; 2022-07-19..2022-08-10,1M+3M; 1M,False,large_plus,1,5,,,
IT,IT,,1,2026-08-04,2026-08-21,2026-08-04..2026-08-21,1M+3M+6M,True,mid,1,2,,,
ITCI^25,ITCI,,10,2015-07-15,2022-03-18,2015-07-15..2015-07-23; 2015-09-18..2016-01-06; 2016-04-18..2016-04-26; 2016-06-14..2016-06-21; 2016-12-23..2017-01-13; 2017-09-07..2017-09-26; 2018-03-06..2018-03-28; 2019-12-13..2020-01-15; 2020-09-14..2020-10-01; 2021-12-30..2022-03-18,1M+3M+6M; 1M+3M+6M; 1M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M; 1M+3M+6M,True,small,1,25,,,
ITGR,ITGR,,1,2008-12-05,2009-01-12,2008-12-05..2009-01-12,6M,False,small,6,3,,,
ITMN^14,ITMN,,12,2008-01-16,2014-05-20,2008-01-16..2008-01-31; 2008-04-07..2008-04-22; 2009-02-05..2009-02-27; 2010-02-04..2010-02-19; 2010-07-19..2010-07-28; 2010-12-31..2011-01-06; 2011-04-18..2011-04-28; 2012-06-29..2012-07-12; 2012-11-28..2012-12-13; 2013-07-25..2013-07-31; 2014-02-28..2014-04-02; 2014-05-16..2014-05-20,1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,26,,,
ITOC,ITOC,,1,2025-06-30,2025-07-28,2025-06-30..2025-07-28,1M+3M+6M,True,small,2,2,,,
ITOS^25,ITOS,,1,2021-12-17,2022-01-11,2021-12-17..2022-01-11,1M+3M+6M,True,small,3,3,,,
ITRI,ITRI,,3,2007-08-14,2008-12-30,2007-08-14..2007-08-22; 2008-01-08..2008-01-11; 2008-12-22..2008-12-30,1M+3M+6M; 1M+3M+6M; 1M,True,mid,4,6,,,
ITRN,ITRN,,1,2025-03-03,2025-03-11,2025-03-03..2025-03-11,3M+6M,False,small,10,2,,,
IVR,IVR,,1,2020-06-05,2020-06-17,2020-06-05..2020-06-17,1M,False,small,7,1,,,
IVVD,IVVD,,6,2021-12-09,2026-01-09,2021-12-09..2021-12-13; 2022-02-15..2022-02-17; 2024-01-16..2024-01-31; 2025-02-10..2025-02-26; 2025-09-12..2025-09-24; 2025-11-18..2026-01-09,1M; 1M; 1M+3M+6M; 1M; 1M; 1M+3M+6M,True,small,1,9,,,
IVZ,IVZ,,3,2008-01-04,2020-06-24,2008-01-04..2008-01-09; 2008-08-14..2008-08-19; 2020-06-16..2020-06-24,1M+3M+6M; 6M; 1M,True,mid,2,6,,,
IXHL,IXHL,,1,2025-07-28,2025-08-01,2025-07-28..2025-08-01,1M+3M,False,small,1,2,,,
IZEA,IZEA,,4,2020-06-15,2021-04-21,2020-06-15..2020-06-26; 2020-08-10..2020-08-20; 2021-01-14..2021-02-02; 2021-04-12..2021-04-21,1M+3M+6M; 6M; 1M+3M; 6M,True,small,1,7,,,
IZM,IZM,,1,2024-04-11,2024-04-16,2024-04-11..2024-04-16,1M+3M+6M,True,small,1,1,,,
J,J,,3,2007-08-16,2009-01-21,2007-08-16..2007-08-23; 2008-12-09..2008-12-19; 2009-01-08..2009-01-21,1M+3M+6M; 1M; 3M,True,mid,2,5,,,
JACK,JACK,,2,2009-01-30,2009-04-02,2009-01-30..2009-02-10; 2009-04-01..2009-04-02,6M; 6M,False,small,10,4,,,
JADE.2^13,JADE,,1,2007-02-23,2007-06-01,2007-02-23..2007-06-01,1M+3M+6M,True,small,1,4,,,
JAGX,JAGX,,2,2021-01-11,2021-06-22,2021-01-11..2021-02-01; 2021-06-08..2021-06-22,1M+3M+6M; 1M+3M+6M,True,large_plus,1,3,,,
JAH^16,JAH,,2,2009-03-25,2009-04-21,2009-03-25..2009-03-26; 2009-04-16..2009-04-21,1M; 3M,False,small,8,7,,,
JAKK,JAKK,,1,2008-02-14,2008-03-06,2008-02-14..2008-03-06,1M+3M+6M,True,small,6,5,,,
JAMF^26,JAMF,,1,2022-01-04,2022-01-11,2022-01-04..2022-01-11,1M+6M,False,mid,4,1,,,
JAMN,JAMN,,1,2011-05-11,2011-05-24,2011-05-11..2011-05-24,1M+3M+6M,True,small,1,1,,,
JANX,JANX,,4,2024-02-27,2024-11-05,2024-02-27..2024-05-16; 2024-09-09..2024-09-20; 2024-10-24..2024-10-30; 2024-11-01..2024-11-05,1M+3M+6M; 1M+3M+6M; 3M; 1M,True,mid,1,10,,,
JASO^18,JASO,,14,2007-04-17,2013-11-14,2007-04-17..2007-07-25; 2007-09-14..2008-01-10; 2008-04-04..2008-05-27; 2009-01-12..2009-01-13; 2009-03-31..2009-04-02; 2009-06-10..2009-06-19; 2009-11-25..2010-01-07; 2010-04-09..2010-04-12; 2010-07-09..2010-07-21; 2010-10-04..2010-10-22; 2012-01-26..2012-02-27; 2013-05-20..2013-06-11; 2013-07-18..2013-08-07; 2013-09-20..2013-11-14,1M+3M; 1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,45,,,
JAS^11,JAS,,2,2008-06-12,2008-09-24,2008-06-12..2008-06-18; 2008-08-12..2008-09-24,3M+6M; 6M,False,small,5,5,,,
JAVA.1^10,JAVA,,1,2009-01-07,2009-04-08,2009-01-07..2009-04-08,1M+3M+6M,True,mid,1,5,,,
JAZZ,JAZZ,,5,2009-06-22,2011-10-19,2009-06-22..2009-09-29; 2010-08-23..2010-08-25; 2011-01-20..2011-02-01; 2011-03-16..2011-04-29; 2011-08-01..2011-10-19,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,18,,,
JBIO,JBIO,,1,2026-04-17,2026-05-13,2026-04-17..2026-05-13,1M+3M+6M,True,small,6,1,,,
JBL,JBL,,3,2008-07-02,2026-04-07,2008-07-02..2008-07-16; 2009-04-09..2009-04-21; 2026-04-06..2026-04-07,1M+3M+6M; 1M; 1M+3M+6M,True,large_plus,3,7,,,
JBLU,JBLU,,9,2006-06-07,2025-01-13,2006-06-07..2006-06-12; 2008-02-12..2008-02-14; 2008-07-29..2008-09-17; 2008-11-07..2009-01-21; 2011-12-15..2011-12-28; 2020-06-05..2020-06-08; 2024-02-20..2024-02-26; 2024-07-30..2024-07-31; 2024-12-20..2025-01-13,1M; 1M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M; 6M; 1M,True,small,1,21,,,
JCG^11,JCG,,5,2007-12-04,2009-07-14,2007-12-04..2007-12-11; 2008-03-25..2008-03-31; 2009-04-09..2009-04-20; 2009-05-29..2009-06-03; 2009-07-08..2009-07-14,1M+3M+6M; 1M+6M; 3M; 1M; 6M,True,small,1,16,,,
JCI,JCI,,1,2009-04-08,2009-04-22,2009-04-08..2009-04-22,1M,False,mid,7,4,,,
JD,JD,,4,2015-10-14,2024-10-18,2015-10-14..2015-11-20; 2019-01-09..2019-01-14; 2020-03-10..2020-03-17; 2024-10-15..2024-10-18,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,11,,,
JEF,JEF,,1,2007-08-10,2007-08-27,2007-08-10..2007-08-27,1M+3M+6M,True,mid,1,2,,,
JEF.3^13,JEF,LUK,5,2008-08-06,2012-02-01,2008-08-06..2008-10-07; 2009-01-06..2009-01-14; 2009-03-31..2009-04-03; 2009-04-24..2009-04-28; 2011-12-21..2012-02-01,1M+3M+6M; 6M; 1M; 3M; 1M+3M+6M,True,mid,3,11,,,
JFIN,JFIN,,2,2020-06-12,2021-04-09,2020-06-12..2020-07-01; 2021-03-22..2021-04-09,1M; 1M,False,small,4,2,,,
JIVE.1^17,JIVE,,2,2012-03-06,2012-07-11,2012-03-06..2012-03-19; 2012-06-29..2012-07-11,1M+3M; 1M+3M+6M,True,small,2,4,,,
JKS,JKS,,17,2010-09-07,2025-03-11,2010-09-07..2010-11-15; 2011-01-20..2011-02-16; 2011-05-17..2011-05-23; 2013-08-14..2014-01-24; 2014-09-18..2014-09-24; 2015-09-29..2015-10-21; 2017-05-30..2017-06-08; 2017-07-31..2017-09-25; 2019-02-12..2019-04-12; 2020-02-24..2020-02-26; 2020-09-22..2021-01-07; 2021-06-29..2021-08-13; 2021-10-20..2021-11-29; 2022-04-27..2022-07-20; 2023-11-07..2023-11-16; 2024-10-04..2024-10-07; 2025-03-07..2025-03-11,1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 6M,True,small,1,56,,,
JLL,JLL,,1,2008-03-26,2008-04-02,2008-03-26..2008-04-02,3M,False,mid,8,3,,,
JMEI^20,JMEI,,2,2014-08-12,2015-05-29,2014-08-12..2014-08-28; 2015-03-17..2015-05-29,1M+3M; 1M+3M+6M,True,mid,1,7,,,
JMIA,JMIA,,7,2020-01-21,2026-01-06,2020-01-21..2020-01-28; 2020-07-29..2020-08-18; 2020-10-16..2021-02-12; 2024-02-27..2024-03-22; 2024-05-15..2024-08-02; 2025-08-08..2025-10-17; 2025-12-10..2026-01-06,1M; 1M+3M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 6M,True,small,1,21,,,
JNCE^23,JNCE,,1,2020-09-03,2020-09-30,2020-09-03..2020-09-30,1M,False,small,3,3,,,
JNS^17,JNS,,6,2008-05-12,2014-10-16,2008-05-12..2008-05-20; 2008-06-26..2008-06-27; 2008-08-11..2008-08-12; 2009-03-30..2009-04-02; 2009-07-27..2009-08-17; 2014-10-13..2014-10-16,1M+3M; 3M; 6M; 1M; 1M+3M+6M; 1M+3M+6M,True,mid,2,12,,,
JNY^14,JNY,,4,2009-04-29,2011-08-09,2009-04-29..2009-06-26; 2009-08-04..2009-08-17; 2009-11-13..2009-11-17; 2011-08-05..2011-08-09,1M+3M; 6M; 6M; 1M+6M,False,small,4,7,,,
JOBS^22,JOBS,,2,2010-11-15,2018-12-20,2010-11-15..2010-11-23; 2018-11-23..2018-12-20,1M+3M+6M; 1M+3M,True,mid,1,6,,,
JOBY,JOBY,,6,2022-08-08,2025-10-20,2022-08-08..2022-08-09; 2023-05-05..2023-07-24; 2024-07-17..2024-07-30; 2024-11-25..2025-01-22; 2025-06-06..2025-08-18; 2025-10-03..2025-10-20,6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,15,,,
JOE,JOE,,7,2006-08-04,2012-02-01,2006-08-04..2006-09-27; 2008-01-14..2008-02-11; 2008-03-26..2008-04-03; 2008-08-15..2008-08-21; 2009-04-21..2009-04-28; 2011-02-09..2011-02-10; 2012-01-27..2012-02-01,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 1M; 1M+3M+6M; 6M,True,mid,1,18,,,
JOSB^14,JOSB,,3,2007-09-21,2009-01-27,2007-09-21..2007-09-24; 2008-08-28..2008-10-08; 2009-01-05..2009-01-27,1M+3M+6M; 1M+6M; 6M,True,small,3,3,,,
JOYY,JOYY,,15,2013-05-21,2025-03-10,2013-05-21..2013-11-27; 2014-03-06..2014-03-21; 2014-11-13..2014-11-14; 2015-06-26..2015-06-29; 2016-08-19..2016-09-20; 2017-03-21..2017-03-30; 2017-11-21..2017-12-07; 2018-11-28..2018-11-30; 2019-03-11..2019-03-22; 2020-06-17..2020-07-01; 2020-08-31..2020-09-01; 2021-02-16..2021-02-26; 2021-09-09..2021-09-17; 2022-02-10..2022-02-15; 2025-02-26..2025-03-10,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+6M; 1M; 3M; 1M; 1M; 3M; 1M+3M+6M,True,mid,1,37,,,
JOY^17,JOY,,2,2016-02-22,2016-07-13,2016-02-22..2016-05-06; 2016-06-15..2016-07-13,1M+3M+6M; 1M+3M+6M,True,mid,1,8,,,
JPM,JPM,,4,2008-02-07,2009-06-01,2008-02-07..2008-02-11; 2008-07-31..2008-08-13; 2008-09-19..2008-10-14; 2009-04-03..2009-06-01,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,10,,,
JPPYY,JPPYY,,1,2017-10-18,2017-11-20,2017-10-18..2017-11-20,3M+6M,False,small,2,1,,,
JSDA,JSDA,,1,2007-04-10,2007-04-30,2007-04-10..2007-04-30,1M+3M+6M,True,small,2,1,,,
JSPR,JSPR,,1,2023-01-13,2023-02-14,2023-01-13..2023-02-14,1M+3M,False,small,1,3,,,
JUNO^18,JUNO,,7,2015-03-10,2017-12-06,2015-03-10..2015-04-24; 2015-06-10..2015-06-22; 2015-10-01..2015-12-09; 2016-03-03..2016-04-26; 2017-03-01..2017-03-22; 2017-05-24..2017-07-17; 2017-08-31..2017-12-06,1M+3M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,25,,,
JVA,JVA,,2,2011-06-22,2012-04-03,2011-06-22..2011-07-26; 2012-03-16..2012-04-03,1M+3M+6M; 1M+3M+6M,True,small,1,4,,,
JWEL,JWEL,,1,2021-12-28,2022-01-03,2021-12-28..2022-01-03,1M+3M+6M,True,small,1,1,,,
JWN^25,JWN,,3,2020-11-17,2021-05-18,2020-11-17..2021-01-22; 2021-03-15..2021-03-30; 2021-05-14..2021-05-18,1M+3M; 6M; 6M,False,mid,1,8,,,
JXN,JXN,,1,2021-12-13,2022-01-24,2021-12-13..2022-01-24,1M+3M,False,mid,1,3,,,
JYD,JYD,,1,2025-03-31,2025-04-02,2025-03-31..2025-04-02,1M+3M+6M,True,mid,1,2,,,
JYNT,JYNT,,1,2021-07-19,2021-08-24,2021-07-19..2021-08-24,3M+6M,False,small,2,2,,,
KALA,KALA,,2,2020-03-23,2023-01-06,2020-03-23..2020-06-19; 2023-01-03..2023-01-06,1M+3M+6M; 1M+3M+6M,True,small,1,9,,,
KALU,KALU,,1,2022-05-05,2022-05-10,2022-05-05..2022-05-10,6M,False,small,13,1,,,
KALV^26,KALV,,3,2025-12-04,2026-04-15,2025-12-04..2025-12-12; 2026-03-31..2026-04-07; 2026-04-09..2026-04-15,1M; 1M; 6M,False,small,11,11,,,
KATE^17,KATE,,1,2017-01-06,2017-01-18,2017-01-06..2017-01-18,1M+3M+6M,True,mid,2,3,,,
KAVL,KAVL,,1,2022-02-14,2022-03-10,2022-02-14..2022-03-10,1M+3M,False,small,1,3,,,
KAZR,KAZR,,1,2025-03-20,2025-04-16,2025-03-20..2025-04-16,1M,False,small,5,2,,,
KB,KB,,1,2008-12-24,2008-12-29,2008-12-24..2008-12-29,1M,False,mid,8,1,,,
KBH,KBH,,8,2008-02-06,2022-01-25,2008-02-06..2008-02-15; 2008-03-03..2008-04-15; 2008-08-29..2008-09-15; 2009-03-30..2009-04-03; 2011-10-12..2012-03-26; 2012-07-10..2012-07-25; 2012-09-26..2012-10-10; 2022-01-24..2022-01-25,1M; 1M+3M+6M; 1M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M,True,small,2,23,,,
KBR,KBR,,1,2007-07-26,2007-08-17,2007-07-26..2007-08-17,1M+3M+6M,True,mid,3,3,,,
KBW^13,KBW,,2,2008-07-25,2008-10-10,2008-07-25..2008-08-05; 2008-10-07..2008-10-10,1M; 1M+3M+6M,True,small,2,5,,,
KC,KC,,7,2020-07-06,2025-03-24,2020-07-06..2020-07-21; 2020-12-14..2021-02-26; 2022-06-07..2022-06-16; 2023-01-06..2023-02-06; 2023-03-27..2023-04-20; 2023-06-21..2023-08-10; 2024-11-14..2025-03-24,1M; 1M+3M+6M; 1M; 1M+3M; 1M+3M+6M; 1M+6M; 1M+3M+6M,True,small,1,24,,,
KCI^11,KCI,,1,2009-02-02,2009-02-18,2009-02-02..2009-02-18,1M,False,small,6,1,,,
KDMN^21,KDMN,,1,2021-08-10,2021-08-13,2021-08-10..2021-08-13,1M,False,small,16,3,,,
KDNY^23,KDNY,,2,2022-06-09,2022-11-18,2022-06-09..2022-09-19; 2022-11-17..2022-11-18,1M+3M+6M; 6M,True,small,7,9,,,
KEEL,KEEL,,6,2021-03-22,2026-07-06,2021-03-22..2021-03-30; 2021-08-10..2021-08-23; 2021-11-09..2021-11-30; 2023-07-07..2023-07-27; 2023-11-22..2024-01-10; 2026-05-07..2026-07-06,3M+6M; 1M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,2,13,,,
KEM.2^20,KEM,,5,2017-04-03,2018-12-12,2017-04-03..2017-04-06; 2017-06-09..2017-06-20; 2017-08-02..2017-09-15; 2017-10-26..2017-10-31; 2018-11-09..2018-12-12,1M+3M+6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,10,,,
KEP,KEP,,1,2008-12-16,2009-01-02,2008-12-16..2009-01-02,1M+3M+6M,True,large_plus,4,2,,,
KERX^18,KERX,,8,2010-04-14,2016-05-02,2010-04-14..2010-05-21; 2012-03-06..2012-03-30; 2013-01-28..2013-04-26; 2013-11-07..2013-12-13; 2014-02-05..2014-02-12; 2014-10-23..2014-11-13; 2015-11-02..2015-11-30; 2016-04-05..2016-05-02,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M; 6M,True,small,1,23,,,
KEY,KEY,,7,2008-02-01,2023-08-04,2008-02-01..2008-02-08; 2008-09-04..2008-09-26; 2009-03-23..2009-03-24; 2009-08-20..2009-08-27; 2010-01-25..2010-02-10; 2011-10-24..2011-11-02; 2023-07-31..2023-08-04,1M+3M+6M; 1M; 1M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,2,15,,,
KFN^14,KFN,,1,2009-08-20,2009-11-17,2009-08-20..2009-11-17,1M+3M+6M,True,small,1,4,,,
KG.1^11,KG,,3,2008-01-18,2008-12-22,2008-01-18..2008-01-24; 2008-08-08..2008-09-09; 2008-11-14..2008-12-22,1M+3M+6M; 3M+6M; 1M+3M+6M,True,mid,6,7,,,
KGC,KGC,,14,2008-01-17,2020-09-30,2008-01-17..2008-03-19; 2008-07-16..2008-07-23; 2008-11-25..2009-02-26; 2012-06-21..2012-06-25; 2013-08-27..2013-09-04; 2014-12-04..2015-02-03; 2015-10-12..2015-11-02; 2016-02-12..2016-05-19; 2018-12-26..2019-01-09; 2019-08-19..2019-09-12; 2020-03-04..2020-03-09; 2020-04-20..2020-05-14; 2020-08-11..2020-08-12; 2020-09-29..2020-09-30,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M; 1M; 1M+3M+6M,True,mid,1,47,,,
KIM,KIM,,4,2007-08-22,2009-09-02,2007-08-22..2007-08-28; 2008-08-11..2008-08-14; 2009-04-27..2009-04-30; 2009-08-21..2009-09-02,1M+3M+6M; 6M; 1M; 1M,True,mid,1,11,,,
KING^16,KING,,2,2014-07-07,2014-11-25,2014-07-07..2014-07-23; 2014-11-18..2014-11-25,1M+3M; 1M+3M+6M,True,mid,1,3,,,
KIN^21,KIN,,1,2021-06-16,2021-06-22,2021-06-16..2021-06-22,1M+3M,False,small,7,1,,,
KITE^17,KITE,,6,2014-09-03,2017-03-28,2014-09-03..2015-01-28; 2015-03-20..2015-03-30; 2015-06-16..2015-08-10; 2015-09-30..2015-12-03; 2016-06-09..2016-06-21; 2017-03-07..2017-03-28,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,22,,,
KKD^16,KKD,,1,2011-05-31,2011-06-15,2011-05-31..2011-06-15,1M+3M+6M,True,small,1,3,,,
KKR,KKR,,1,2011-10-26,2011-11-17,2011-10-26..2011-11-17,1M+3M+6M,True,mid,1,2,,,
KLAC,KLAC,,1,2026-06-11,2026-07-06,2026-06-11..2026-07-06,1M,False,large_plus,1,2,,,
KLAR,KLAR,,1,2026-06-26,2026-07-16,2026-06-26..2026-07-16,1M+3M,False,large_plus,7,3,,,
KLIC,KLIC,,8,2005-08-01,2026-07-01,2005-08-01..2005-08-09; 2010-03-04..2010-05-04; 2010-06-28..2010-07-22; 2021-05-04..2021-05-07; 2021-08-19..2021-08-24; 2021-12-13..2021-12-21; 2026-02-17..2026-02-23; 2026-05-22..2026-07-01,1M+3M+6M; 3M+6M; 1M+3M+6M; 3M+6M; 1M+3M+6M; 6M; 3M; 6M,True,mid,5,13,,,
KL^22,KL,,2,2019-08-16,2020-05-01,2019-08-16..2019-08-19; 2020-04-16..2020-05-01,3M+6M; 1M+3M+6M,True,large_plus,4,5,,,
KMI,KMI,,1,2016-02-16,2016-02-19,2016-02-16..2016-02-19,1M+3M+6M,True,large_plus,4,3,,,
KMX,KMX,,3,2008-04-08,2009-07-09,2008-04-08..2008-04-30; 2009-02-23..2009-04-09; 2009-06-18..2009-07-09,6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,11,,,
KNBE^23,KNBE,,1,2021-09-08,2021-09-10,2021-09-08..2021-09-10,1M+3M,False,mid,12,2,,,
KNDI,KNDI,,8,2013-06-12,2020-11-20,2013-06-12..2013-07-01; 2013-09-25..2013-10-14; 2013-12-30..2014-03-26; 2014-06-17..2014-09-03; 2014-11-10..2014-11-17; 2019-02-22..2019-03-14; 2020-07-29..2020-08-20; 2020-11-17..2020-11-20,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M; 6M,True,small,1,19,,,
KND^18,KND,,3,2011-11-18,2018-01-04,2011-11-18..2011-12-08; 2017-05-01..2017-05-18; 2017-12-18..2018-01-04,1M; 1M+3M+6M; 1M+3M,True,small,2,4,,,
KNSA,KNSA,,2,2023-08-03,2024-08-09,2023-08-03..2023-08-11; 2024-08-08..2024-08-09,1M+6M; 6M,False,small,11,2,,,
KNTK,KNTK,,1,2020-11-06,2020-12-17,2020-11-06..2020-12-17,1M+3M+6M,True,small,2,2,,,
KNX,KNX,,2,2008-04-29,2008-07-23,2008-04-29..2008-05-09; 2008-07-18..2008-07-23,6M; 1M+3M+6M,True,small,7,4,,,
KO,KO,,1,2008-12-04,2008-12-05,2008-12-04..2008-12-05,3M+6M,False,large_plus,11,1,,,
KOD,KOD,,6,2019-11-21,2026-08-10,2019-11-21..2020-01-10; 2020-04-30..2020-06-03; 2020-10-02..2021-01-12; 2025-09-25..2026-01-12; 2026-03-27..2026-05-06; 2026-07-27..2026-08-10,1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M,True,mid,1,26,,,
KODK,KODK,,5,2018-01-10,2026-05-07,2018-01-10..2018-02-02; 2020-07-28..2020-08-14; 2020-10-02..2020-10-23; 2020-12-11..2020-12-23; 2026-04-02..2026-05-07,1M+3M; 1M+3M+6M; 3M+6M; 6M; 1M+3M+6M,True,small,1,8,,,
KOG^14,KOG,,7,2010-10-27,2013-11-06,2010-10-27..2010-12-27; 2011-03-04..2011-05-09; 2011-08-04..2011-08-05; 2011-09-21..2011-09-22; 2011-11-01..2011-12-01; 2012-07-19..2012-07-26; 2013-11-01..2013-11-06,1M+3M+6M; 3M+6M; 1M+6M; 3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,16,,,
KOP,KOP,,2,2007-08-27,2008-03-20,2007-08-27..2007-09-10; 2008-03-19..2008-03-20,1M+3M+6M; 6M,True,small,3,6,,,
KOPN,KOPN,,5,2021-02-11,2026-08-31,2021-02-11..2021-04-16; 2021-06-14..2021-06-23; 2025-01-27..2025-02-13; 2026-04-24..2026-06-05; 2026-08-14..2026-08-31,1M+3M+6M; 6M; 3M; 1M+3M; 6M,True,small,5,8,,,
KOS,KOS,,9,2015-10-22,2026-05-06,2015-10-22..2015-11-19; 2017-05-23..2017-06-01; 2018-05-21..2018-05-25; 2019-01-25..2019-03-13; 2019-08-16..2019-08-23; 2021-10-04..2021-11-03; 2022-01-19..2022-04-22; 2022-08-18..2022-08-30; 2026-01-28..2026-05-06,1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 6M; 1M+3M+6M,True,mid,1,27,,,
