ticker,chart_symbol,former_symbols,n_streaks,first_seen,last_seen,streak_spans,windows_per_streak,any_triple,mktcap_bucket,best_rank,total_flagpoles,data_warning,reviewed,notes
KOSS,KOSS,,3,2021-02-01,2024-07-29,2021-02-01..2021-03-30; 2021-06-02..2021-06-18; 2024-07-08..2024-07-29,1M+3M+6M; 1M+6M; 1M+3M+6M,True,small,1,7,,,
KPLT,KPLT,,1,2021-09-23,2021-09-27,2021-09-23..2021-09-27,1M,False,small,10,1,,,
KPTI,KPTI,,10,2014-06-16,2022-03-01,2014-06-16..2014-07-10; 2014-11-07..2014-12-11; 2015-03-23..2015-04-27; 2018-05-07..2018-06-01; 2019-07-03..2019-10-21; 2019-12-06..2020-01-13; 2020-03-04..2020-04-27; 2021-11-11..2021-11-12; 2021-11-16..2021-11-26; 2022-01-13..2022-03-01,1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+3M+6M; 3M; 1M; 1M+3M+6M,True,small,1,26,,,
KR,KR,,1,2020-03-12,2020-04-13,2020-03-12..2020-04-13,1M+3M+6M,True,large_plus,2,3,,,
KRA^22,KRA,,1,2020-11-03,2020-11-04,2020-11-03..2020-11-04,3M,False,small,10,2,,,
KRMN,KRMN,,4,2025-05-16,2026-03-26,2025-05-16..2025-05-30; 2025-11-06..2025-11-07; 2025-12-30..2026-02-04; 2026-03-20..2026-03-26,3M; 3M; 1M+3M+6M; 1M+3M+6M,True,large_plus,4,13,,,
KRNT,KRNT,,2,2020-11-12,2021-12-03,2020-11-12..2020-11-13; 2021-11-23..2021-12-03,6M; 6M,False,mid,9,3,,,
KRO,KRO,,1,2012-01-18,2012-01-24,2012-01-18..2012-01-24,1M+3M+6M,True,mid,2,1,,,
KROS,KROS,,4,2022-10-14,2025-04-24,2022-10-14..2022-11-10; 2024-01-04..2024-03-20; 2024-09-18..2024-09-23; 2025-04-21..2025-04-24,1M+3M; 1M+3M+6M; 1M+3M; 1M+3M,True,small,5,14,,,
KRRO,KRRO,,1,2025-10-09,2025-10-20,2025-10-09..2025-10-20,3M,False,small,11,1,,,
KRTX^24,KRTX,,3,2019-11-18,2022-08-30,2019-11-18..2020-02-24; 2020-04-29..2020-05-12; 2022-07-14..2022-08-30,1M+3M+6M; 6M; 1M+3M+6M,True,mid,1,6,,,
KRUS,KRUS,,3,2023-07-18,2024-09-19,2023-07-18..2023-07-27; 2024-01-10..2024-01-19; 2024-08-23..2024-09-19,6M; 1M; 1M,False,small,11,7,,,
KRYS,KRYS,,5,2019-07-01,2024-03-22,2019-07-01..2019-08-05; 2021-11-30..2021-12-23; 2022-07-25..2022-08-05; 2023-06-01..2023-06-08; 2024-03-01..2024-03-22,1M+3M+6M; 1M+3M; 6M; 1M+3M+6M; 1M+3M+6M,True,small,1,12,,,
KSCP,KSCP,,1,2023-07-26,2023-08-02,2023-07-26..2023-08-02,1M+3M,False,small,1,1,,,
KSS,KSS,,7,2008-02-13,2026-06-17,2008-02-13..2008-02-19; 2008-08-12..2008-09-22; 2008-12-12..2009-02-04; 2021-03-05..2021-03-31; 2023-11-21..2023-12-11; 2025-12-03..2025-12-22; 2026-06-15..2026-06-17,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 3M+6M; 1M+6M; 1M,True,mid,1,19,,,
KTB,KTB,,2,2019-07-25,2020-11-17,2019-07-25..2019-08-29; 2020-10-30..2020-11-17,1M; 1M+3M+6M,True,small,11,8,,,
KTOS,KTOS,,6,2018-11-23,2026-08-24,2018-11-23..2018-11-27; 2025-04-17..2025-04-25; 2025-06-24..2025-08-27; 2025-10-10..2025-10-21; 2026-01-20..2026-02-02; 2026-08-12..2026-08-24,1M+3M+6M; 6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M,True,large_plus,2,15,,,
KULR,KULR,,1,2024-12-02,2025-01-14,2024-12-02..2025-01-14,1M+3M+6M,True,small,2,3,,,
KURA,KURA,,5,2017-09-18,2024-02-09,2017-09-18..2017-10-13; 2020-11-06..2020-11-20; 2022-06-28..2022-07-19; 2022-10-20..2022-10-24; 2024-01-25..2024-02-09,1M+3M+6M; 3M; 1M+6M; 1M; 1M+3M+6M,True,small,2,14,,,
KUST,KUST,,4,2014-12-08,2020-11-12,2014-12-08..2014-12-12; 2015-05-18..2015-05-22; 2020-06-08..2020-06-29; 2020-11-02..2020-11-12,1M+6M; 1M+3M+6M; 1M+3M+6M; 6M,True,small,1,6,,,
KVYO,KVYO,,4,2024-02-15,2026-07-30,2024-02-15..2024-02-22; 2024-08-09..2024-08-21; 2025-02-11..2025-02-21; 2026-07-22..2026-07-30,1M; 1M+3M+6M; 3M; 1M,True,mid,4,5,,,
KWR,KWR,,1,2022-11-08,2022-11-09,2022-11-08..2022-11-09,1M,False,mid,7,2,,,
KXIN,KXIN,,2,2020-10-19,2021-09-03,2020-10-19..2020-12-10; 2021-08-17..2021-09-03,1M+3M+6M; 1M,True,small,1,5,,,
KYIV,KYIV,,1,2025-08-19,2025-08-21,2025-08-19..2025-08-21,1M,False,mid,8,1,,,
KYMR,KYMR,,15,2020-12-18,2026-07-17,2020-12-18..2021-01-11; 2021-05-11..2021-05-13; 2021-07-07..2021-09-27; 2022-01-05..2022-01-12; 2022-07-05..2022-07-08; 2022-08-08..2022-08-29; 2022-11-02..2022-11-21; 2023-01-30..2023-02-03; 2023-11-17..2023-12-07; 2024-01-02..2024-03-15; 2024-07-16..2024-10-04; 2025-05-08..2025-06-23; 2025-11-14..2025-11-25; 2026-02-26..2026-03-02; 2026-06-25..2026-07-17,1M+3M; 1M; 1M+3M+6M; 1M+3M+6M; 1M; 3M; 1M+6M; 1M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 1M; 1M,True,mid,2,44,,,
KYNB,KYNB,,11,2015-07-01,2023-01-30,2015-07-01..2015-07-13; 2015-08-31..2015-09-29; 2015-11-17..2016-01-07; 2016-11-22..2016-12-07; 2017-01-23..2017-03-21; 2017-08-15..2017-08-25; 2018-02-02..2018-03-09; 2019-01-02..2019-01-11; 2021-12-09..2022-02-22; 2022-10-19..2022-11-08; 2023-01-20..2023-01-30,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M,True,small,1,32,,,
KYTH^15,KYTH,,2,2013-10-03,2015-03-26,2013-10-03..2013-10-16; 2015-03-09..2015-03-26,1M+3M+6M; 1M+3M+6M,True,small,2,3,,,
KYTX,KYTX,,1,2025-12-15,2026-01-06,2025-12-15..2026-01-06,1M+3M+6M,True,small,8,3,,,
KZR^26,KZR,,2,2021-11-18,2022-07-27,2021-11-18..2022-01-11; 2022-06-30..2022-07-27,1M+3M+6M; 1M,True,small,1,7,,,
LAB,LAB,,3,2014-02-03,2020-08-28,2014-02-03..2014-02-19; 2019-03-26..2019-04-04; 2020-08-26..2020-08-28,3M+6M; 1M+6M; 1M,False,small,6,5,,,
LAC,LAC,,2,2024-10-22,2025-10-14,2024-10-22..2024-11-05; 2025-09-26..2025-10-14,1M; 1M+3M,False,small,2,6,,,
LAES,LAES,,2,2024-12-16,2025-06-18,2024-12-16..2025-01-16; 2025-05-21..2025-06-18,1M+3M+6M; 6M,True,small,1,5,,,
LAKE,LAKE,,2,2014-10-13,2020-04-14,2014-10-13..2014-10-28; 2020-02-27..2020-04-14,1M+3M+6M; 1M+3M+6M,True,small,1,4,,,
LAMR,LAMR,,4,2008-08-05,2011-11-22,2008-08-05..2008-08-25; 2009-03-31..2009-05-26; 2009-08-10..2009-08-24; 2011-10-31..2011-11-22,6M; 1M+3M; 1M+6M; 1M+3M+6M,True,mid,2,14,,,
LAR,LAR,,7,2020-09-15,2026-05-13,2020-09-15..2020-10-15; 2021-01-11..2021-01-26; 2021-08-18..2021-12-10; 2022-03-25..2022-04-06; 2023-10-12..2023-10-13; 2025-12-08..2026-01-13; 2026-04-22..2026-05-13,1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 6M; 6M,True,small,1,19,,,
LASE,LASE,,2,2024-09-23,2025-08-26,2024-09-23..2024-10-09; 2025-08-25..2025-08-26,1M+3M+6M; 1M,True,small,1,3,,,
LASR,LASR,,4,2025-06-06,2026-05-12,2025-06-06..2025-06-09; 2025-08-07..2025-08-21; 2025-10-29..2025-11-04; 2026-02-06..2026-05-12,1M; 6M; 6M; 1M+3M+6M,True,small,8,14,,,
LAW,LAW,,1,2022-02-15,2022-02-18,2022-02-15..2022-02-18,1M,False,mid,2,1,,,
LAZ,LAZ,,2,2007-11-05,2008-08-08,2007-11-05..2007-11-06; 2008-08-04..2008-08-08,3M+6M; 1M+3M+6M,True,mid,6,3,,,
LAZRQ^26,LAZRQ,LAZR,3,2022-08-10,2023-05-26,2022-08-10..2022-08-26; 2023-02-03..2023-03-20; 2023-05-22..2023-05-26,1M; 1M+3M+6M; 1M,True,mid,2,8,,,
LB,LB,,5,2024-08-26,2026-03-06,2024-08-26..2024-11-27; 2025-01-21..2025-04-04; 2025-05-21..2025-05-27; 2025-11-13..2025-11-14; 2026-02-26..2026-03-06,1M+3M; 1M+3M+6M; 3M; 1M; 1M,True,mid,4,16,,,
LBPH^24,LBPH,,2,2024-01-03,2024-08-22,2024-01-03..2024-02-01; 2024-07-01..2024-08-22,1M+3M+6M; 1M+3M+6M,True,small,1,5,,,
LBRT,LBRT,,8,2018-06-01,2026-04-01,2018-06-01..2018-06-05; 2018-08-03..2018-08-21; 2021-05-10..2021-05-26; 2021-09-30..2021-10-12; 2022-01-19..2022-05-04; 2022-10-24..2022-11-07; 2025-10-21..2025-11-12; 2026-02-02..2026-04-01,1M+3M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M; 1M+3M+6M,True,mid,3,29,,,
LBRX,LBRX,,1,2026-07-29,2026-08-26,2026-07-29..2026-08-26,1M+6M,False,small,6,2,,,
LBTYA,LBTYA,,1,2009-01-08,2009-01-22,2009-01-08..2009-01-22,1M,False,mid,4,1,,,
LCC^13,LCC,,10,2008-07-30,2012-09-21,2008-07-30..2008-09-16; 2008-11-03..2008-11-11; 2008-12-29..2009-01-22; 2009-09-17..2009-10-06; 2009-12-09..2010-02-18; 2010-05-26..2010-08-12; 2011-09-26..2011-09-29; 2011-12-21..2012-02-22; 2012-04-27..2012-07-23; 2012-09-14..2012-09-21,1M+3M; 1M+3M+6M; 3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+6M,True,small,1,33,,,
LCID,LCID,,9,2021-09-30,2026-07-30,2021-09-30..2021-12-08; 2022-06-10..2022-08-01; 2023-01-30..2023-02-17; 2023-07-20..2023-08-10; 2023-12-11..2023-12-22; 2024-07-12..2024-09-13; 2024-12-20..2025-01-17; 2025-04-15..2025-05-21; 2026-07-17..2026-07-30,1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M,True,large_plus,1,21,,,
LCII,LCII,,2,2007-08-08,2022-06-01,2007-08-08..2007-08-29; 2022-05-25..2022-06-01,1M+6M; 1M,False,mid,9,4,,,
LDI,LDI,,1,2025-09-08,2025-09-22,2025-09-08..2025-09-22,1M+3M+6M,True,small,6,3,,,
LDSH^11,LDSH,,1,2007-08-09,2007-08-22,2007-08-09..2007-08-22,1M,False,small,6,3,,,
LE,LE,,1,2014-09-26,2014-11-20,2014-09-26..2014-11-20,1M+3M+6M,True,small,6,4,,,
LEAF^21,LEAF,,1,2021-04-05,2021-04-14,2021-04-05..2021-04-14,1M,False,small,9,3,,,
LEAP.5^14,LEAP,,7,2008-03-12,2012-10-09,2008-03-12..2008-04-22; 2008-12-26..2008-12-29; 2009-03-09..2009-03-30; 2011-01-21..2011-01-24; 2011-11-08..2012-03-12; 2012-06-22..2012-07-12; 2012-09-24..2012-10-09,1M+3M+6M; 1M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,19,,,
LEDS,LEDS,,1,2021-06-01,2021-06-25,2021-06-01..2021-06-25,1M+3M+6M,True,small,2,2,,,
LEGN,LEGN,,7,2021-05-19,2026-06-11,2021-05-19..2021-06-09; 2021-07-27..2021-08-06; 2021-10-13..2021-10-26; 2022-06-21..2022-07-07; 2024-07-18..2024-07-31; 2025-06-18..2025-06-27; 2026-05-07..2026-06-11,1M+3M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M,True,mid,1,15,,,
LEJUY,LEJUY,,1,2014-08-22,2014-09-12,2014-08-22..2014-09-12,1M+3M,False,small,2,2,,,
LEN,LEN,,10,2008-02-08,2020-06-26,2008-02-08..2008-02-21; 2008-04-09..2008-05-20; 2008-09-03..2008-10-01; 2008-12-16..2008-12-26; 2009-03-24..2009-03-25; 2009-07-24..2009-09-24; 2010-02-24..2010-02-25; 2011-10-11..2011-11-03; 2012-05-17..2012-05-22; 2020-05-28..2020-06-26,1M; 1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,28,,,
LEND.1^07,LEND,,2,2007-05-03,2007-09-20,2007-05-03..2007-06-06; 2007-09-17..2007-09-20,1M+3M+6M; 1M+3M+6M,True,small,2,6,,,
LESL,LESL,,1,2021-04-14,2021-05-10,2021-04-14..2021-05-10,1M,False,mid,5,4,,,
LEU,LEU,,7,2021-11-11,2025-10-28,2021-11-11..2021-11-24; 2022-09-06..2022-09-09; 2024-10-02..2024-11-12; 2025-02-10..2025-02-12; 2025-02-26..2025-02-28; 2025-05-27..2025-08-06; 2025-09-18..2025-10-28,1M+3M+6M; 1M+3M; 1M+3M+6M; 1M; 6M; 1M+3M+6M; 1M+6M,True,small,1,17,,,
LFIN,LFIN,,1,2018-03-20,2018-03-29,2018-03-20..2018-03-29,1M+3M,False,mid,1,1,,,
LFMD,LFMD,,3,2021-02-01,2025-07-07,2021-02-01..2021-02-22; 2021-06-08..2021-06-11; 2025-04-30..2025-07-07,1M; 1M; 1M+3M+6M,True,small,6,6,,,
LFST,LFST,,1,2022-01-03,2022-01-07,2022-01-03..2022-01-07,1M,False,mid,7,2,,,
LFWD,LFWD,,1,2015-12-23,2016-01-13,2015-12-23..2016-01-13,1M+3M+6M,True,small,1,1,,,
LF^16,LF,,1,2012-07-06,2012-08-16,2012-07-06..2012-08-16,1M+3M+6M,True,small,1,3,,,
LGIH,LGIH,,3,2015-09-09,2020-06-02,2015-09-09..2015-12-09; 2018-11-28..2018-12-12; 2020-05-28..2020-06-02,1M+3M+6M; 1M+3M+6M; 1M,True,small,1,11,,,
LGMK,LGMK,,2,2017-12-26,2021-01-14,2017-12-26..2018-01-12; 2021-01-04..2021-01-14,1M+3M+6M; 1M+3M,True,small,1,5,,,
LGN,LGN,,1,2026-04-15,2026-05-13,2026-04-15..2026-05-13,6M,False,mid,13,1,,,
LGND,LGND,,9,2005-09-13,2024-08-09,2005-09-13..2005-10-19; 2013-07-01..2013-08-08; 2013-10-31..2013-12-11; 2014-02-13..2014-02-14; 2015-02-10..2015-02-11; 2015-08-07..2015-08-10; 2019-09-26..2019-10-01; 2021-01-28..2021-02-05; 2024-08-07..2024-08-09,1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 3M+6M; 6M; 6M; 1M; 3M+6M,True,small,3,28,,,
LGVN,LGVN,,2,2021-11-18,2022-05-05,2021-11-18..2021-12-14; 2022-03-31..2022-05-05,1M+3M+6M; 1M+3M+6M,True,small,1,3,,,
LHCG^23,LHCG,,1,2008-11-06,2009-01-09,2008-11-06..2009-01-09,1M+3M+6M,True,small,3,4,,,
LHO^18,LHO,,3,2009-04-22,2011-10-25,2009-04-22..2009-05-11; 2009-10-06..2009-10-07; 2011-10-04..2011-10-25,1M; 6M; 1M+3M+6M,True,small,3,8,,,
LI,LI,,7,2020-10-09,2024-10-18,2020-10-09..2020-12-08; 2021-06-04..2021-08-03; 2021-11-26..2021-12-13; 2022-03-01..2022-03-02; 2022-06-13..2022-07-18; 2022-11-30..2023-01-12; 2024-10-09..2024-10-18,1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,21,,,
LIANY,LIANY,,1,2023-10-26,2023-11-27,2023-10-26..2023-11-27,1M+3M+6M,True,small,1,2,,,
LICYQ,LICYQ,LICY,4,2021-10-06,2024-04-11,2021-10-06..2021-10-08; 2021-11-17..2021-11-30; 2022-05-27..2022-05-31; 2024-03-25..2024-04-11,1M; 3M; 1M; 1M+3M,False,mid,3,6,,,
LIDR,LIDR,,1,2025-07-28,2025-09-11,2025-07-28..2025-09-11,1M+3M+6M,True,small,2,4,,,
LIFE,LIFE,,2,2026-05-11,2026-09-21,2026-05-11..2026-05-13; 2026-08-04..2026-09-21,3M; 1M+3M+6M,True,small,1,4,,,
LIFE.3^14,LIFE,,1,2009-01-20,2009-01-23,2009-01-20..2009-01-23,1M,False,mid,6,3,,,
LII,LII,,1,2007-08-09,2007-08-10,2007-08-09..2007-08-10,1M+3M+6M,True,mid,10,1,,,
LIMN,LIMN,,1,2026-02-09,2026-02-10,2026-02-09..2026-02-10,1M,False,small,12,2,,,
LINC,LINC,,2,2026-02-24,2026-03-30,2026-02-24..2026-03-03; 2026-03-25..2026-03-30,1M; 3M,False,small,11,5,,,
LINEQ^17,LINEQ,LINE,1,2008-11-07,2008-11-14,2008-11-07..2008-11-14,1M,False,small,8,1,,,
LION,LION,,2,2012-03-28,2023-03-02,2012-03-28..2012-04-04; 2023-02-22..2023-03-02,3M+6M; 1M+3M+6M,True,mid,1,2,,,
LITB,LITB,,1,2013-08-01,2013-08-19,2013-08-01..2013-08-19,1M,False,small,6,2,,,
LITE,LITE,,9,2016-02-12,2026-09-21,2016-02-12..2016-02-19; 2016-12-09..2016-12-22; 2017-02-23..2017-04-05; 2017-05-23..2017-08-04; 2017-11-02..2017-11-10; 2019-02-07..2019-02-08; 2024-09-06..2024-09-09; 2025-10-24..2026-05-26; 2026-08-14..2026-09-21,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+6M,True,mid,1,33,,,
LIVE,LIVE,,2,2014-02-03,2014-07-07,2014-02-03..2014-03-06; 2014-06-25..2014-07-07,1M+3M+6M; 6M,True,small,1,4,,,
LIVN,LIVN,,4,2005-02-10,2008-07-22,2005-02-10..2005-03-01; 2005-04-11..2005-04-22; 2006-11-22..2006-12-07; 2008-07-09..2008-07-22,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,8,,,
LJPC^22,LJPC,,7,2014-03-17,2019-07-19,2014-03-17..2014-03-28; 2015-09-15..2015-09-24; 2017-02-28..2017-03-30; 2017-05-23..2017-06-05; 2018-02-07..2018-02-09; 2018-08-06..2018-08-08; 2019-06-17..2019-07-19,1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 6M; 3M+6M,True,small,1,11,,,
LKCOF,LKCOF,,1,2021-06-15,2021-07-02,2021-06-15..2021-07-02,1M+6M,False,small,4,2,,,
LKNCY,LKNCY,,10,2019-07-30,2025-05-15,2019-07-30..2019-08-13; 2019-11-19..2020-01-30; 2022-02-08..2022-03-01; 2022-06-06..2022-08-17; 2022-11-14..2023-03-09; 2023-07-06..2023-09-25; 2024-06-27..2024-07-05; 2024-10-15..2024-10-18; 2025-02-20..2025-04-07; 2025-05-14..2025-05-15,1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M; 1M+3M+6M; 3M,True,mid,1,32,,,
LKQ,LKQ,"LK, LKQX",3,2007-08-09,2009-03-18,2007-08-09..2007-08-30; 2008-03-17..2008-04-04; 2009-03-06..2009-03-18,1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,6,,,
LLAP^24,LLAP,,1,2023-02-23,2023-03-09,2023-02-23..2023-03-09,1M,False,small,4,2,,,
LLEN^19,LLEN,,1,2010-12-09,2010-12-21,2010-12-09..2010-12-21,1M+3M+6M,True,small,9,2,,,
LMB,LMB,,2,2024-08-20,2025-04-25,2024-08-20..2024-08-22; 2025-04-21..2025-04-25,6M; 1M+3M+6M,True,small,11,5,,,
LMDIA^09,LMDIA,,2,2008-12-26,2009-01-22,2008-12-26..2009-01-14; 2009-01-16..2009-01-22,1M; 6M,False,mid,3,5,,,
LMND,LMND,,12,2020-12-18,2026-01-23,2020-12-18..2021-01-15; 2021-06-11..2021-06-25; 2023-05-22..2023-06-05; 2023-07-25..2023-08-02; 2023-11-06..2023-12-13; 2024-05-01..2024-05-06; 2024-11-04..2024-12-12; 2025-02-26..2025-03-17; 2025-06-06..2025-07-01; 2025-08-12..2025-09-02; 2025-11-06..2025-11-28; 2026-01-14..2026-01-23,1M+3M; 1M; 1M; 3M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 6M; 1M+6M; 1M+3M+6M; 1M+6M; 3M,True,mid,1,28,,,
LMNX.1^21,LMNX,,1,2020-03-12,2020-04-17,2020-03-12..2020-04-17,1M+3M+6M,True,small,4,4,,,
LMPX,LMPX,,1,2020-10-13,2020-10-23,2020-10-13..2020-10-23,1M+3M+6M,True,small,4,2,,,
LM^20,LM,,3,2008-08-20,2010-05-20,2008-08-20..2008-08-22; 2009-06-05..2009-07-10; 2010-05-18..2010-05-20,1M; 1M+3M+6M; 1M+3M+6M,True,mid,3,8,,,
LNC,LNC,,5,2008-09-16,2011-11-11,2008-09-16..2008-09-19; 2008-12-24..2009-01-07; 2009-04-30..2009-06-11; 2009-08-06..2009-10-01; 2011-10-28..2011-11-11,1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M,True,mid,2,13,,,
LNG,LNG,,8,2005-10-06,2022-05-10,2005-10-06..2005-10-07; 2010-11-30..2011-03-28; 2011-05-26..2011-06-13; 2011-10-31..2011-11-21; 2012-01-25..2012-03-21; 2012-07-12..2012-07-23; 2016-03-07..2016-03-11; 2022-05-09..2022-05-10,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M,True,small,1,25,,,
LNKD^16,LNKD,,3,2011-07-15,2012-05-21,2011-07-15..2011-08-03; 2011-10-26..2011-10-31; 2012-05-17..2012-05-21,1M; 1M+3M; 1M+3M+6M,True,mid,1,4,,,
LNN,LNN,,3,2007-12-26,2008-06-18,2007-12-26..2008-01-16; 2008-03-03..2008-05-01; 2008-06-17..2008-06-18,1M+3M+6M; 1M+3M+6M; 6M,True,small,1,8,,,
LNTH,LNTH,,6,2017-05-17,2025-03-21,2017-05-17..2017-05-30; 2017-07-14..2017-08-03; 2022-03-04..2022-08-23; 2023-10-12..2023-10-20; 2024-07-24..2024-08-01; 2025-03-13..2025-03-21,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M,True,mid,1,18,,,
LNWO,LNWO,,13,2014-09-12,2021-05-27,2014-09-12..2014-09-26; 2014-11-12..2014-12-12; 2016-03-03..2016-03-16; 2016-11-16..2016-11-18; 2017-07-31..2017-08-10; 2018-05-03..2018-05-21; 2019-01-15..2019-02-05; 2019-05-06..2019-05-07; 2019-09-26..2019-10-01; 2019-11-15..2019-11-27; 2020-09-15..2020-10-16; 2020-11-23..2020-11-27; 2021-05-04..2021-05-27,1M+3M+6M; 1M+3M+6M; 1M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M; 1M+3M,True,mid,1,36,,,
LOAR,LOAR,,2,2024-08-06,2025-05-16,2024-08-06..2024-09-27; 2025-04-09..2025-05-16,1M+3M; 1M+3M+6M,True,mid,2,7,,,
LOB,LOB,,2,2020-11-06,2021-04-08,2020-11-06..2020-11-13; 2021-03-03..2021-04-08,1M+3M+6M; 1M+3M+6M,True,mid,7,8,,,
LOCM,LOCM,,2,2007-07-02,2011-01-10,2007-07-02..2007-07-24; 2011-01-07..2011-01-10,1M+3M+6M; 1M+3M+6M,True,small,1,4,,,
LOCO,LOCO,,1,2014-09-19,2014-10-17,2014-09-19..2014-10-17,1M,False,small,13,3,,,
LODE,LODE,,1,2021-02-17,2021-03-11,2021-02-17..2021-03-11,1M,False,small,1,1,,,
LOGC,LOGC,,1,2021-06-25,2021-07-09,2021-06-25..2021-07-09,1M+3M+6M,True,large_plus,2,2,,,
LOGM^20,LOGM,,2,2010-10-06,2011-10-06,2010-10-06..2010-10-12; 2011-09-27..2011-10-06,1M+3M+6M; 1M+3M+6M,True,small,3,8,,,
LOMA,LOMA,,1,2018-01-16,2018-01-22,2018-01-16..2018-01-22,1M,False,mid,12,2,,,
LONA,LONA,,1,2025-12-22,2026-01-14,2025-12-22..2026-01-14,1M,False,small,9,2,,,
LOVE,LOVE,,2,2020-06-11,2021-04-29,2020-06-11..2020-07-15; 2021-04-27..2021-04-29,3M; 1M,False,small,5,6,,,
LOW,LOW,,2,2008-02-04,2008-12-29,2008-02-04..2008-02-11; 2008-12-03..2008-12-29,1M+3M+6M; 1M+3M+6M,True,large_plus,1,5,,,
LOXO^19,LOXO,,6,2017-01-09,2018-06-21,2017-01-09..2017-01-31; 2017-03-23..2017-04-17; 2017-06-09..2017-06-30; 2017-09-13..2017-10-02; 2018-02-05..2018-03-23; 2018-06-06..2018-06-21,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,19,,,
LPG,LPG,,1,2023-12-07,2024-01-12,2023-12-07..2024-01-12,6M,False,small,9,2,,,
LPLA,LPLA,,1,2016-03-31,2016-04-22,2016-03-31..2016-04-22,1M+6M,False,mid,8,2,,,
LPRO^26,LPRO,,1,2020-08-27,2020-11-13,2020-08-27..2020-11-13,1M+3M,False,mid,9,3,,,
LPSN^26,LPSN,,1,2022-11-10,2022-11-16,2022-11-10..2022-11-16,1M,False,small,12,2,,,
LPS^14,LPS,,2,2009-01-12,2009-04-23,2009-01-12..2009-02-03; 2009-03-20..2009-04-23,6M; 6M,False,mid,8,7,,,
LPTH,LPTH,,2,2025-09-26,2026-01-29,2025-09-26..2025-10-27; 2025-12-31..2026-01-29,3M+6M; 1M+6M,False,small,8,8,,,
LPX,LPX,,7,2009-08-24,2022-05-19,2009-08-24..2009-09-03; 2010-04-27..2010-05-07; 2011-10-27..2011-12-20; 2012-05-17..2012-06-05; 2012-11-12..2012-11-16; 2021-05-12..2021-05-18; 2022-05-11..2022-05-19,1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M; 1M+6M,True,small,1,17,,,
LQDA,LQDA,,6,2022-08-15,2026-08-11,2022-08-15..2022-08-17; 2023-12-20..2024-04-04; 2025-08-04..2025-08-29; 2025-11-18..2025-12-04; 2026-01-05..2026-02-09; 2026-05-19..2026-08-11,1M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M,True,mid,1,18,,,
LQDT,LQDT,,4,2011-09-12,2021-05-20,2011-09-12..2011-10-20; 2011-12-06..2011-12-23; 2012-05-17..2012-05-22; 2021-05-12..2021-05-20,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,6,,,
