ticker,revised_ticker,streak_start,streak_end,streak_still_active,hh_date,hh_price,pivot_kind,pivot_date,confirmed_date,suggested_resistance,matched_qualifying_date,is_valid_flag,resistance_override,status
AAI^11,AAI,,,,2008-11-03,4.42,HL,2008-11-04,2008-11-06,4.42,2008-11-04,,,OK
AAI^11,AAI,,,,2008-11-03,4.42,HL,2008-11-13,2008-11-17,4.42,2008-11-04,,,OK
AAI^11,AAI,,,,2008-11-03,4.42,LH,2008-11-19,2008-11-21,3.93,2008-11-04,,,OK
AAI^11,AAI,,,,2008-11-03,4.42,LH,2008-11-28,2008-12-02,3.45,2008-11-04,,,OK
AAI^11,AAI,,,,2008-11-03,4.42,HL,2008-12-02,2008-12-04,3.45,2008-11-04,,,OK
AAI^11,AAI,,,,2008-12-09,3.95,HL,2008-12-12,2008-12-16,3.95,2008-11-18,,,OK
AAI^11,AAI,,,,2009-03-18,4.61,HL,2009-03-20,2009-03-24,4.61,2009-04-01,,,OK
AAI^11,AAI,,,,2009-03-27,4.93,HL,2009-03-30,2009-04-01,4.93,2009-04-01,,,OK
AAMRQ^13,AAMRQ,2008-07-18,2008-08-18,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2008-10-17,2008-10-22,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2008-11-05,2008-11-07,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2010-06-07,2010-06-09,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2013-01-14,2013-01-17,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2013-01-25,2013-01-25,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2013-02-22,2013-03-11,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2013-03-15,2013-03-19,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2013-10-09,2013-10-10,False,,,,,,,,,,no_daily_bars
AAMRQ^13,AAMRQ,2013-10-30,2013-11-29,False,,,,,,,,,,no_daily_bars
AAOI,AAOI,,,,2017-05-01,52.1,HL,2017-05-03,2017-05-05,52.1,2017-05-12,,,OK
AAOI,AAOI,,,,2017-05-12,67.01,HL,2017-05-18,2017-05-22,67.01,2017-05-12,,,OK
AAOI,AAOI,,,,2017-05-23,71.7,HL,2017-05-25,2017-05-30,71.7,2017-05-22,,,OK
AAOI,AAOI,,,,2017-06-06,75.59,LH,2017-06-19,2017-06-21,65.23,2017-05-26,,,OK
AAOI,AAOI,,,,2017-06-06,75.59,LH,2017-06-23,2017-06-27,67.18,2017-05-26,,,OK
AAOI,AAOI,,,,2017-06-06,75.59,HL,2017-06-28,2017-06-30,67.18,2017-05-26,,,OK
AAOI,AAOI,,,,2017-06-06,75.59,LH,2017-07-03,2017-07-06,63.75,2017-05-26,,,OK
AAOI,AAOI,,,,2017-06-06,75.59,HL,2017-07-06,2017-07-10,63.75,2017-05-26,,,OK
AAOI,AAOI,,,,2017-07-27,103.41,HL,2017-08-07,2017-08-09,103.41,2017-07-28,,,OK
AAOI,AAOI,,,,2017-07-27,103.41,HL,2017-08-10,2017-08-14,103.41,2017-07-28,,,OK
AAOI,AAOI,,,,2017-07-27,103.41,LH,2017-08-15,2017-08-17,71.45,2017-07-28,,,OK
AAOI,AAOI,,,,2017-07-27,103.41,LH,2017-08-24,2017-08-28,64.9,2017-07-28,,,OK
AAOI,AAOI,,,,2017-07-27,103.41,LH,2017-09-07,2017-09-11,59.25,2017-07-28,,,OK
AAOI,AAOI,,,,2017-07-27,103.41,HL,2017-09-08,2017-09-12,59.25,2017-07-28,,,OK
AAOI,AAOI,,,,2023-06-20,5.67,HL,2023-06-22,2023-06-26,5.67,2023-07-06,,,OK
AAOI,AAOI,,,,2023-07-13,11.48,HL,2023-07-18,2023-07-20,11.48,2023-07-13,,,OK
AAOI,AAOI,,,,2023-07-13,11.48,LH,2023-07-25,2023-07-27,9.0,2023-07-13,,,OK
AAOI,AAOI,,,,2023-08-15,15.9,HL,2023-08-18,2023-08-22,15.9,2023-08-07,,,OK
AAOI,AAOI,,,,2023-08-24,16.26,HL,2023-08-28,2023-08-30,16.26,2023-08-30,,,OK
AAOI,AAOI,,,,2023-08-24,16.26,LH,2023-08-31,2023-09-05,15.78,2023-08-30,,,OK
AAOI,AAOI,,,,2023-08-24,16.26,LH,2023-09-18,2023-09-20,10.24,2023-08-30,,,OK
AAOI,AAOI,,,,2023-08-24,16.26,HL,2023-09-21,2023-09-25,10.24,2023-08-30,,,OK
AAOI,AAOI,,,,2023-10-02,11.68,LH,2023-10-12,2023-10-16,8.67,2023-08-30,,,OK
AAOI,AAOI,,,,2023-10-02,11.68,LH,2023-10-18,2023-10-20,7.96,2023-08-30,,,OK
AAOI,AAOI,,,,2023-10-02,11.68,LH,2023-10-24,2023-10-26,7.63,2023-08-30,,,OK
AAOI,AAOI,,,,2023-10-02,11.68,HL,2023-10-26,2023-10-30,7.63,2023-08-30,,,OK
AAOI,AAOI,,,,2023-11-07,10.26,HL,2023-11-10,2023-11-14,10.26,2023-11-16,,,OK
AAOI,AAOI,,,,2023-11-20,14.63,HL,2023-11-27,2023-11-29,14.63,2023-11-20,,,OK
AAOI,AAOI,,,,2023-11-20,14.63,HL,2023-11-30,2023-12-04,14.63,2023-11-20,,,OK
AAOI,AAOI,,,,2023-12-19,24.08,HL,2023-12-21,2023-12-26,24.08,2023-12-04,,,OK
AAOI,AAOI,,,,2023-12-19,24.08,LH,2023-12-26,2023-12-28,23.66,2023-12-04,,,OK
AAOI,AAOI,,,,2023-12-19,24.08,LH,2024-01-10,2024-01-12,22.85,2023-12-04,,,OK
AAOI,AAOI,,,,2023-12-19,24.08,LH,2024-01-24,2024-01-26,18.8,2023-12-04,,,OK
AAOI,AAOI,,,,2023-12-19,24.08,LH,2024-01-30,2024-02-01,18.04,2023-12-04,,,OK
AAOI,AAOI,,,,2024-09-04,13.65,HL,2024-09-06,2024-09-10,13.65,2024-09-04,,,OK
AAOI,AAOI,,,,2024-09-12,14.99,HL,2024-09-18,2024-09-20,14.99,2024-09-12,,,OK
AAOI,AAOI,,,,2024-10-18,20.34,HL,2024-10-23,2024-10-25,20.34,2024-09-12,,,OK
AAOI,AAOI,,,,2024-10-18,20.34,LH,2024-10-25,2024-10-29,18.55,2024-09-12,,,OK
AAOI,AAOI,,,,2025-12-11,37.05,HL,2025-12-17,2025-12-19,37.05,2025-12-23,,,OK
AAOI,AAOI,,,,2025-12-23,41.96,HL,2025-12-31,2026-01-05,41.96,2025-12-23,,,OK
AAOI,AAOI,,,,2025-12-23,41.96,LH,2026-01-05,2026-01-07,41.35,2025-12-23,,,OK
AAOI,AAOI,,,,2025-12-23,41.96,LH,2026-01-16,2026-01-21,40.05,2025-12-23,,,OK
AAOI,AAOI,,,,2026-01-22,41.39,HL,2026-01-26,2026-01-28,40.05,2025-12-23,,,OK
AAOI,AAOI,,,,2026-02-02,49.11,HL,2026-02-05,2026-02-09,49.11,2026-02-25,,,OK
AAOI,AAOI,,,,2026-02-11,50.8,HL,2026-02-17,2026-02-19,50.8,2026-02-25,,,OK
AAOI,AAOI,,,,2026-03-11,128.96,HL,2026-03-17,2026-03-19,128.96,2026-03-11,,,OK
AAOI,AAOI,,,,2026-03-11,128.96,HL,2026-03-20,2026-03-24,128.96,2026-03-11,,,OK
AAOI,AAOI,,,,2026-03-11,128.96,LH,2026-03-25,2026-03-27,118.75,2026-03-11,,,OK
AAWW^23,AAWW,2020-04-14,2020-04-14,False,,,,,,,,,,no_pivot_yet
ABAT,ABAT,2021-01-04,2021-01-25,False,,,,,,,,,,no_pivot_yet
ABAT,ABAT,2021-02-05,2021-02-08,False,,,,,,,,,,no_pivot_yet
ABAT,ABAT,,,,2024-12-27,4.11,HL,2025-01-02,2025-01-06,4.11,2025-01-21,,,OK
ABAT,ABAT,,,,2024-12-27,4.11,LH,2025-01-06,2025-01-08,3.15,2025-01-21,,,OK
ABAT,ABAT,,,,2024-12-27,4.11,LH,2025-01-16,2025-01-21,2.25,2025-01-21,,,OK
ABAT,ABAT,,,,2024-12-27,4.11,LH,2025-01-31,2025-02-04,1.65,2025-01-21,,,OK
ABAT,ABAT,,,,2024-12-27,4.11,LH,2025-02-14,2025-02-19,1.3892,2025-01-21,,,OK
ABAT,ABAT,,,,2024-12-27,4.11,LH,2025-03-03,2025-03-05,1.07,2025-01-21,,,OK
ABAT,ABAT,,,,2024-12-27,4.11,LH,2025-03-12,2025-03-14,1.05,2025-01-21,,,OK
ABAT,ABAT,,,,2024-12-27,4.11,HL,2025-03-14,2025-03-18,1.05,2025-01-21,,,OK
ABAT,ABAT,,,,2025-07-03,2.05,HL,2025-07-14,2025-07-16,2.05,2025-07-24,,,OK
ABAT,ABAT,,,,2025-07-25,3.89,HL,2025-08-01,2025-08-05,3.89,2025-07-25,,,OK
ABAT,ABAT,,,,2025-07-25,3.89,LH,2025-08-04,2025-08-06,2.65,2025-07-25,,,OK
ABAT,ABAT,,,,2025-08-15,2.87,HL,2025-08-20,2025-08-22,2.87,2025-07-25,,,OK
ABAT,ABAT,,,,2025-08-15,2.87,LH,2025-08-26,2025-08-28,2.82,2025-07-25,,,OK
ABAT,ABAT,,,,2025-08-15,2.87,HL,2025-09-02,2025-09-04,2.82,2025-07-25,,,OK
ABAT,ABAT,,,,2025-08-15,2.87,LH,2025-09-05,2025-09-09,2.77,2025-07-25,,,OK
ABAX^18,ABAX,,,,2007-10-11,26.1,HL,2007-10-22,2007-10-24,26.1,2007-11-12,,,OK
ABCL,ABCL,,,,2026-06-29,8.42,HL,2026-07-01,2026-07-06,8.42,2026-08-12,,,OK
ABCL,ABCL,,,,2026-07-07,8.44,LH,2026-07-15,2026-07-17,6.93,2026-08-12,,,OK
ABCL,ABCL,,,,2026-08-19,12.15,HL,2026-08-24,2026-08-26,12.15,2026-08-19,,,OK
ABEO,ABEO,2015-05-11,2015-06-02,False,,,,,,,,,,no_pivot_yet
ABEO,ABEO,,,,2017-08-17,225.25,HL,2017-08-18,2017-08-22,225.25,2017-09-08,,,OK
ABEO,ABEO,,,,2017-09-05,381.125,HL,2017-09-13,2017-09-15,381.125,2017-09-08,,,OK
ABEO,ABEO,,,,2017-09-18,447.5,HL,2017-09-25,2017-09-27,447.5,2017-09-13,,,OK
ABEO,ABEO,,,,2017-09-29,472.5,HL,2017-10-09,2017-10-11,472.5,2017-09-13,,,OK
ABEO,ABEO,,,,2017-10-11,568.75,LH,2017-10-17,2017-10-19,458.75,2017-09-13,,,OK
ABEO,ABEO,,,,2017-10-11,568.75,LH,2017-10-23,2017-10-25,510.0,2017-09-13,,,OK
ABEO,ABEO,,,,2017-10-11,568.75,HL,2017-10-27,2017-10-31,510.0,2017-09-13,,,OK
ABEO,ABEO,,,,2017-10-11,568.75,LH,2017-11-01,2017-11-03,452.5,2017-09-13,,,OK
ABEO,ABEO,,,,2017-10-11,568.75,LH,2017-11-15,2017-11-17,434.875,2017-09-13,,,OK
ABEO,ABEO,,,,2017-10-11,568.75,HL,2017-11-20,2017-11-22,434.875,2017-09-13,,,OK
ABEO,ABEO,,,,2018-02-27,367.5,HL,2018-03-01,2018-03-05,367.5,2018-04-13,,,OK
ABEO,ABEO,,,,2018-03-05,408.75,HL,2018-03-08,2018-03-12,408.75,2018-04-13,,,OK
ABEO,ABEO,,,,2018-03-05,408.75,LH,2018-03-21,2018-03-23,402.5,2018-04-13,,,OK
ABG,ABG,,,,2022-04-20,170.0,HL,2022-04-22,2022-04-26,166.36,2022-05-10,,,OK
ABG,ABG,,,,2022-04-20,170.0,LH,2022-04-25,2022-04-27,165.912,2022-05-10,,,OK
ABG,ABG,,,,2022-05-04,201.05,HL,2022-05-12,2022-05-16,201.05,2022-05-10,,,OK
ABG,ABG,,,,2022-05-04,201.05,LH,2022-05-17,2022-05-19,194.639,2022-05-10,,,OK
ABKFQ^13,ABKFQ,2008-07-30,2008-09-15,False,,,,,,,,,,no_daily_bars
ABKFQ^13,ABKFQ,2010-04-12,2010-05-10,False,,,,,,,,,,no_daily_bars
ABKFQ^13,ABKFQ,2010-10-19,2010-10-27,False,,,,,,,,,,no_daily_bars
ABMD^22,ABMD,,,,2015-07-14,69.58,HL,2015-07-15,2015-07-17,69.58,2015-08-24,,,OK
ABMD^22,ABMD,,,,2015-07-21,76.6,HL,2015-07-27,2015-07-29,76.6,2015-08-24,,,OK
ABMD^22,ABMD,,,,2015-08-13,110.6758,HL,2015-08-24,2015-08-26,110.6758,2015-08-24,,,OK
ABOS,ABOS,,,,2022-08-17,5.98,LH,2022-08-26,2022-08-30,5.8146,2022-09-28,,,OK
ABOS,ABOS,,,,2022-09-30,10.97,HL,2022-10-14,2022-10-18,10.97,2022-09-30,,,OK
ABOS,ABOS,,,,2022-09-30,10.97,HL,2022-10-21,2022-10-25,10.97,2022-09-30,,,OK
ABOS,ABOS,,,,2022-09-30,10.97,LH,2022-10-24,2022-10-26,8.0357,2022-09-30,,,OK
ABSI,ABSI,,,,2022-02-14,9.32,HL,2022-02-15,2022-02-17,9.32,2022-02-14,,,OK
ABSI,ABSI,,,,2022-02-14,9.32,HL,2022-02-24,2022-02-28,9.32,2022-02-14,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,HL,2022-03-08,2022-03-10,9.68,2022-02-16,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,LH,2022-03-11,2022-03-15,9.38,2022-02-16,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,LH,2022-03-18,2022-03-22,9.25,2022-02-16,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,LH,2022-03-30,2022-04-01,8.98,2022-02-16,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,LH,2022-04-04,2022-04-06,9.09,2022-02-16,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,HL,2022-04-11,2022-04-13,9.09,2022-02-16,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,LH,2022-04-21,2022-04-25,8.1,2022-02-16,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,LH,2022-05-16,2022-05-18,3.93,2022-02-16,,,OK
ABSI,ABSI,,,,2022-03-03,9.68,HL,2022-05-24,2022-05-26,3.93,2022-02-16,,,OK
ABSI,ABSI,,,,2026-05-29,7.34,HL,2026-06-03,2026-06-05,7.34,2026-06-24,,,OK
ABSI,ABSI,,,,2026-06-04,7.39,HL,2026-06-11,2026-06-15,7.39,2026-06-24,,,OK
ABSI,ABSI,,,,2026-06-29,12.055,HL,2026-07-01,2026-07-06,12.055,2026-06-29,,,OK
ABT,ABT,,,,2008-09-16,59.95,HL,2008-09-17,2008-09-19,59.95,2008-10-20,,,OK
ABT,ABT,,,,2008-09-16,59.95,LH,2008-09-19,2008-09-23,59.59,2008-10-20,,,OK
ABT,ABT,,,,2008-09-29,60.78,LH,2008-10-14,2008-10-16,57.16,2008-10-20,,,OK
ABT,ABT,,,,2008-09-29,60.78,HL,2008-10-16,2008-10-20,57.16,2008-10-20,,,OK
ABTC,ABTC,2025-05-19,2025-05-23,False,,,,,,,,,,no_daily_bars
ABTS,ABTS,2021-05-20,2021-06-10,False,,,,,,,,,,no_daily_bars
ABTS,ABTS,2021-06-30,2021-07-01,False,,,,,,,,,,no_daily_bars
ABTS,ABTS,2021-07-08,2021-07-22,False,,,,,,,,,,no_daily_bars
ABUS,ABUS,2014-08-08,2014-08-22,False,,,,,,,,,,no_pivot_yet
ABUS,ABUS,2015-01-14,2015-02-04,False,,,,,,,,,,no_pivot_yet
ABUS,ABUS,2015-02-10,2015-02-10,False,,,,,,,,,,no_pivot_yet
ABUS,ABUS,,,,2020-07-24,9.02,HL,2020-07-29,2020-07-31,9.02,2020-07-24,,,OK
ABUS,ABUS,,,,2020-07-24,9.02,LH,2020-07-30,2020-08-03,4.495,2020-07-24,,,OK
ABUS,ABUS,,,,2020-08-06,4.8853,LH,2020-08-17,2020-08-19,3.58,2020-07-30,,,OK
ABUS,ABUS,,,,2020-08-06,4.8853,LH,2020-09-09,2020-09-11,2.68,2020-07-30,,,OK
ABUS,ABUS,,,,2020-08-06,4.8853,HL,2020-09-14,2020-09-16,2.68,2020-07-30,,,OK
ABUS,ABUS,,,,2021-12-01,6.5,HL,2021-12-06,2021-12-08,6.5,2021-12-13,,,OK
ABUS,ABUS,,,,2021-12-01,6.5,LH,2021-12-10,2021-12-14,4.67,2021-12-13,,,OK
ABUS,ABUS,,,,2021-12-01,6.5,HL,2021-12-17,2021-12-21,4.67,2021-12-13,,,OK
ABUS,ABUS,,,,2021-12-01,6.5,LH,2021-12-20,2021-12-22,4.5,2021-12-13,,,OK
ABVEF,ABVEF,,,,2025-10-08,5.9542,HL,2025-10-10,2025-10-14,5.9542,2025-10-16,,,OK
ABVEF,ABVEF,,,,2025-10-16,6.56,HL,2025-10-22,2025-10-24,6.56,2025-10-16,,,OK
ABVEF,ABVEF,,,,2025-10-16,6.56,LH,2025-10-24,2025-10-28,5.86,2025-10-16,,,OK
