IPO Only
2025-07-01

Ticker,Name,Start,End,Pct,Rank,Sector,Industry,MktCap,Price,EPSExclXorGr%PYQ,SalesPSGr%PYQ,EPSExclXorGr%TTM,SalesPSGr%TTM,ROE%TTM,#Institution,Inst%Own,InstNetPurch,
IE,"Ivanhoe Electric, Inc.",9.24,9.61,4.00,44.19,Technology,N/A,1264.41,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
OPFI,"OppFi, Inc.",13.51,9.93,-26.50,44.09,Finance,N/A,1252.72,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
MLNK^25,"MeridianLink, Inc.",16.84,20.01,18.82,43.67,Finance,N/A,1227.28,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
ARHS,"Arhaus, Inc.",9.10,8.42,-7.49,43.65,Consumer Cyclicals,N/A,1226.82,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BOW,"Bowhead Specialty Holdings, Inc.",35.45,29.93,-15.57,43.42,Finance,N/A,1217.99,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
PRCH,"Porch Group, Inc.",12.44,15.04,20.90,43.37,Finance,N/A,1215.99,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
CVAC^26,CureVac NV,5.40,4.66,-13.70,43.26,Healthcare,N/A,1206.76,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
GPCR,"Structure Therapeutics, Inc.",20.44,53.67,162.57,43.19,Healthcare,N/A,1205.70,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DEC,Diversified Energy Co.,13.28,13.86,4.38,43.14,Energy,N/A,1204.31,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
JAMF^26,Jamf Holding Corp.,9.19,13.05,42.00,43.11,Technology,N/A,1201.04,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
VTEX,VTEX (Cayman Islands),6.29,4.00,-36.41,43.06,Technology,N/A,1196.39,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
KLC,"KinderCare Learning Cos., Inc.",9.87,4.25,-56.94,42.85,Consumer Non-Cyclicals,N/A,1183.69,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
JBI,"Janus International Group, Inc.",8.98,5.55,-38.20,42.34,Consumer Cyclicals,N/A,1152.58,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
BBT,Beacon Financial Corp.,25.61,30.45,18.92,42.24,Finance,N/A,1147.66,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
RPC,"Ridgepost Capital, Inc.",10.51,7.87,-25.09,41.67,Finance,N/A,1105.09,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
FLNC,"Fluence Energy, Inc.",7.48,19.88,165.78,41.57,Industrials,N/A,1101.49,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
YALA,Yalla Group Ltd.,6.77,5.49,-18.91,41.39,Technology,N/A,1093.02,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
IBTA,"Ibotta, Inc.",35.76,34.16,-4.47,41.37,Technology,N/A,1091.04,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
DYN,"Dyne Therapeutics, Inc.",8.94,22.21,148.43,41.13,Healthcare,N/A,1082.57,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
UDMY^26,"Udemy, Inc.",6.97,4.63,-33.57,40.49,Technology,N/A,1025.69,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
EVLV,"Evolv Technologies Holdings, Inc.",5.79,5.80,0.17,40.34,Technology,N/A,1018.42,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
USAR,"USA Rare Earth, Inc.",10.52,21.58,105.13,40.26,Non-Energy Materials,N/A,1016.01,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
VERV^25,"Verve Therapeutics, Inc.",11.21,11.13,-0.71,40.11,Healthcare,N/A,1007.32,N/A,N/A,N/A,N/A,N/A,N/A,-1.0E8,N/A,N/A,
